x,y
-2.67,-1.3467
7.49,1.2918
9.51,-1.0822
0.76,1.4138
5.73,0.3225
4.43,-1.2418
5.25,-0.3502
5.58,0.1115
-8.84,-1.385
5.2,-0.4212
-0.74,0.0697
9.32,-0.8862
5.23,-0.3689
-4.64,0.9286
5.23,-0.3715
-2.71,-1.3262
2.0,0.4896
2.54,-0.2557
2.27,0.1267
9.26,-0.8247
2.13,0.316
-1.24,-0.619
-9.84,-0.5144
-6.54,0.711
5.64,0.2054
8.5,0.1998
-5.3,1.3856
-0.51,0.3881
-7.62,-0.7453
-1.44,-0.8569
-2.39,-1.4133
2.78,-0.5867
-5.59,1.4088
-6.32,0.959
1.3,1.2305
5.77,0.3832
0.1,1.0961
0.06,1.0542
-8.38,-1.3666
5.73,0.332
7.93,0.9184
8.68,-0.0626
-0.22,0.7559
6.5,1.1946
1.24,1.2722
3.2,-1.059
-1.25,-0.632
0.95,1.3947
-0.34,0.6046
-7.18,-0.162
-5.49,1.4141
8.27,0.5159
7.58,1.2299
8.35,0.405
-2.55,-1.3878
4.42,-1.2465
-0.22,0.7569
-1.54,-0.9697
5.9,0.5566
9.19,-0.736
-2.82,-1.2634
3.95,-1.4138
-0.49,0.4174
-7.15,-0.1201
5.57,0.1036
3.97,-1.4129
-7.91,-1.0588
-0.42,0.5049
-5.62,1.4041
-1.17,-0.5325
-6.93,0.2
9.92,-1.3543
5.29,-0.2885
-2.58,-1.3785
8.66,-0.0243
9.48,-1.0568
8.49,0.2077
0.66,1.4035
-0.04,0.9556
2.19,0.2386
9.39,-0.9663
1.03,1.3733
-8.55,-1.4083
0.71,1.4103
-0.72,0.093
-7.95,-1.0923
-7.76,-0.9033
-8.23,-1.2958
-5.95,1.272
-1.5,-0.9293
2.53,-0.2399
-4.72,1.006
-7.58,-0.6924
-6.12,1.1463
-3.16,-0.9849
-1.08,-0.4164
-3.15,-0.9888
-5.12,1.3145
9.15,-0.6912
-5.6,1.4064
-0.31,0.6418
2.53,-0.2498
-5.63,1.4018
-3.28,-0.8492
-4.6,0.8812
-9.91,-0.4143
-0.62,0.2288
6.67,1.3012
9.63,-1.1827
6.03,0.7173
6.67,1.301
-9.47,-0.9546
-9.3,-1.1145
2.73,-0.5153
4.54,-1.1538
-5.85,1.3285
-6.55,0.6955
0.98,1.3881
-8.51,-1.402
3.86,-1.4111
8.56,0.1097
8.48,0.2291
-0.26,0.7064
-2.79,-1.2804
-1.34,-0.7412
7.93,0.9242
-7.16,-0.1239
6.36,1.0718
-2.86,-1.2381
9.71,-1.2417
-6.71,0.5027
-8.78,-1.3997
-1.36,-0.773
-6.46,0.8106
-1.08,-0.4167
2.28,0.1121
5.19,-0.4341
-6.49,0.7753
-5.45,1.4126
-3.33,-0.7948
-0.99,-0.2817
-1.27,-0.6621
-5.18,1.3443
8.82,-0.2488
3.69,-1.3742
-2.93,-1.1847
9.85,-1.3229
-0.38,0.5591
5.46,-0.0525
-6.52,0.7376
-4.12,0.2705
2.72,-0.5095
-6.47,0.7925
0.65,1.4016
-5.01,1.2504
-2.44,-1.4095
7.88,0.9708
4.0,-1.4109
-1.55,-0.975
5.52,0.0313
-0.02,0.9779
-6.93,0.1949
1.15,1.3198
2.94,-0.7825
-7.41,-0.4747
-0.63,0.2154
-9.68,-0.7195
3.72,-1.3839
-7.98,-1.1148
-7.52,-0.6197
2.8,-0.601
7.5,1.2823
7.41,1.3345
9.78,-1.2868
5.25,-0.3515
1.62,0.9497
-0.01,0.988
-3.67,-0.3548
1.47,1.0958
4.06,-1.4019
-8.6,-1.4133
5.36,-0.1905
7.73,1.1145
2.06,0.4167
8.78,-0.1975
-8.45,-1.3899
-5.28,1.3818
-3.47,-0.6256
1.16,1.3139
-8.89,-1.3706
1.45,1.1118
1.16,1.3178
-9.73,-0.6573
3.01,-0.8627
8.35,0.4032
-4.95,1.2104
3.89,-1.4134
7.32,1.3703
2.25,0.1535
4.71,-1.004
3.72,-1.3854
6.94,1.4027
-7.97,-1.1053
5.37,-0.1781
3.17,-1.0282
-6.19,1.093
-7.09,-0.0334
-8.25,-1.309
5.12,-0.5212
2.2,0.2209
-1.56,-0.9924
9.86,-1.3286
3.02,-0.8724
9.79,-1.2891
6.9,1.3949
-3.99,0.0902
-2.95,-1.1749
-1.06,-0.3866
1.7,0.8584
6.43,1.1372
-8.68,-1.4133
-8.01,-1.1412
2.47,-0.1675
1.31,1.2268
-3.29,-0.8364
-9.73,-0.6554
-5.09,1.2995
9.49,-1.062
-8.61,-1.4138
-4.2,0.3854
0.37,1.2927
6.34,1.0578
-9.84,-0.509
-0.43,0.4914
-8.16,-1.2576
-2.7,-1.3335
-0.19,0.7894
-3.32,-0.8063
5.09,-0.566
0.53,1.369
6.38,1.0879
3.18,-1.0418
-5.24,1.3684
-6.33,0.9533
9.96,-1.3708
0.27,1.2326
4.45,-1.2232
9.16,-0.709
-6.92,0.2029
0.13,1.1229
-3.37,-0.7486
-8.79,-1.3987
8.19,0.6127
7.74,1.105
4.44,-1.2353
-7.2,-0.1844
-9.4,-1.029
-8.63,-1.4141
3.9,-1.4136
0.17,1.1583
1.25,1.2673
-6.76,0.435
-3.62,-0.4224
-7.36,-0.4008
-9.07,-1.2878
-6.08,1.1807
3.04,-0.8949
-9.63,-0.7762
3.13,-0.9883
9.11,-0.6394
2.88,-0.7111
-3.74,-0.2599
-1.49,-0.9115
0.95,1.3941
-5.1,1.3037
-5.87,1.315
-1.54,-0.9718
0.35,1.2804
4.57,-1.1289
4.43,-1.2375
3.94,-1.4141
-6.77,0.4224
3.28,-1.128
6.9,1.3949
-2.28,-1.4099
-8.8,-1.396
-1.15,-0.5106
-2.23,-1.4025
0.71,1.4103
0.84,1.412
1.5,1.0656
-0.63,0.2165
-2.98,-1.1492
-4.44,0.6942
3.96,-1.4134
8.03,0.8084
-4.0,0.0988
-2.72,-1.3233
5.82,0.4541
7.14,1.4102
-6.63,0.6003
9.18,-0.7274
-7.86,-1.0069
-9.4,-1.0272
1.88,0.6469
4.91,-0.785
2.3,0.0808
-5.53,1.4133
4.15,-1.3806
-3.23,-0.9084
9.99,-1.3805
-8.93,-1.356
1.49,1.0771
-8.6,-1.4133
-7.97,-1.1101
-4.53,0.8078
-4.21,0.3993
-2.79,-1.2804
8.73,-0.1326
1.19,1.3019
3.9,-1.4135
3.7,-1.377
3.65,-1.3586
9.61,-1.1651
2.99,-0.8419
7.28,1.3825
-1.39,-0.8019
-7.44,-0.5131
2.61,-0.3583
-6.94,0.1802
5.09,-0.5567
-0.79,-0.0037
-9.35,-1.0763
-4.55,0.8195
7.84,1.0137
0.6,1.3905
-8.52,-1.4043
8.97,-0.458
3.1,-0.962
1.0,1.3816
-7.44,-0.5088
1.86,0.6711
-4.73,1.0202
-5.02,1.2534
-9.6,-0.8148
3.62,-1.3464
6.94,1.4018
6.93,1.4002
-7.55,-0.6599
6.76,1.3488
7.99,0.8532
-5.37,1.4028
6.64,1.2891
2.96,-0.805
-6.06,1.2001
-4.57,0.8534
-8.16,-1.2535
4.29,-1.3205
8.99,-0.4813
-8.47,-1.3951
-4.59,0.8653
-1.69,-1.1107
-4.56,0.8422
-2.54,-1.3901
3.45,-1.2592
-8.55,-1.4086
-0.48,0.4294
-9.25,-1.1583
4.31,-1.3124
-2.43,-1.4102
-6.33,0.9544
2.42,-0.0939
6.08,0.7752
-0.46,0.4519
-7.92,-1.0618
-4.35,0.5791
-7.84,-0.9868
3.84,-1.4093
4.28,-1.3267
-3.02,-1.1165
8.83,-0.2726
-1.87,-1.2514
9.52,-1.0874
8.42,0.3077
-2.81,-1.2688
-8.45,-1.3898
3.58,-1.332
-5.95,1.2731
-3.48,-0.606
6.8,1.3652
0.02,1.018
-4.66,0.9502
0.01,1.0078
-0.62,0.2315
3.14,-0.9983
-7.96,-1.0999
6.93,1.3998
-9.12,-1.2548
3.08,-0.9417
-6.95,0.1659
5.66,0.2299
-7.37,-0.4167
9.21,-0.7621
-9.3,-1.1136
-7.62,-0.7458
9.32,-0.8849
-6.2,1.077
-2.83,-1.2559
5.07,-0.5916
2.9,-0.7362
2.28,0.104
1.27,1.2501
0.89,1.4071
4.38,-1.2686
-4.93,1.1936
6.68,1.3079
-8.92,-1.3589
1.36,1.1872
-8.11,-1.2208
-5.13,1.3184
6.66,1.2992
0.88,1.4081
-2.2,-1.3965
4.93,-0.76
8.46,0.2522
-3.53,-0.5465
-7.7,-0.832
-3.61,-0.4429
-1.48,-0.907
0.63,1.3961
7.44,1.3175
-1.54,-0.9708
1.89,0.6339
-7.81,-0.9552
-9.75,-0.6343
4.67,-1.0419
7.94,0.9155
6.65,1.2928
6.37,1.0871
-7.28,-0.2996
-7.37,-0.418
-6.04,1.2106
-2.01,-1.3283
1.54,1.0273
-2.28,-1.4098
-3.87,-0.0774
7.17,1.4063
1.71,0.85
7.89,0.9634
-8.2,-1.2799
-3.87,-0.0825
7.01,1.4119
-8.37,-1.365
-1.86,-1.2443
-2.46,-1.4059
3.79,-1.4002
3.38,-1.206
-2.13,-1.3771
1.7,0.8579
4.65,-1.0571
-7.91,-1.0521
-0.35,0.599
0.53,1.3668
-6.1,1.1642
1.05,1.3666
-6.92,0.2079
2.91,-0.7397
-5.91,1.2942
-3.38,-0.7371
-6.53,0.7267
-1.3,-0.6916
-4.04,0.153
-1.43,-0.8499
-7.18,-0.1635
2.73,-0.5149
-5.56,1.4117
-3.97,0.0618
0.28,1.239
-2.45,-1.4081
-1.39,-0.8014
-4.68,0.9684
-7.21,-0.1944
-7.33,-0.3596
2.57,-0.2934
9.44,-1.0186
2.18,0.2455
5.62,0.1725
2.23,0.1787
-3.08,-1.0583
-2.3,-1.4123
-6.48,0.7874
3.96,-1.4134
-1.61,-1.0403
-1.05,-0.3678
-8.17,-1.2587
-0.71,0.1124
0.43,1.3253
0.86,1.4103
4.37,-1.276
3.32,-1.1584
1.3,1.2309
8.69,-0.0709
-6.64,0.5941
6.84,1.3774
-2.97,-1.1599
9.48,-1.0509
-0.5,0.3949
0.34,1.2761
6.11,0.8104
7.04,1.4134
2.3,0.0849
-1.75,-1.1636
-8.73,-1.409
7.17,1.4063
-5.06,1.2836
9.52,-1.0925
-3.72,-0.2903
-7.98,-1.1176
-8.81,-1.3948
9.88,-1.3355
6.48,1.1801
-5.79,1.3555
8.46,0.2485
6.19,0.9037
7.01,1.412
-4.47,0.7264
5.18,-0.4436
-6.96,0.16
9.3,-0.8716
-1.42,-0.8411
7.53,1.2683
2.07,0.3956
7.67,1.1627
-6.72,0.4796
-6.19,1.0872
1.07,1.3574
3.61,-1.3448
-4.22,0.4114
-8.23,-1.2966
-2.72,-1.324
-2.57,-1.3825
0.71,1.4106
-9.0,-1.3213
9.72,-1.2503
3.67,-1.3666
7.11,1.4129
-8.59,-1.4123
6.88,1.3896
8.7,-0.0802
-6.57,0.678
-4.48,0.7388
-5.65,1.3971
-8.4,-1.3755
-0.39,0.5476
0.17,1.156
3.56,-1.3191
6.96,1.406
-5.29,1.3824
4.59,-1.1153
0.38,1.2969
5.23,-0.3676
6.11,0.8178
-9.71,-0.6815
7.26,1.3877
-4.57,0.8493
4.04,-1.4055
2.26,0.1413
-6.87,0.2766
5.15,-0.4804
-1.27,-0.6531
-3.98,0.0742
6.54,1.2187
8.57,0.1003
-7.33,-0.3616
4.06,-1.4011
-3.24,-0.8993
3.6,-1.3384
-7.54,-0.6411
-4.04,0.1536
1.82,0.7232
6.52,1.2054
-7.18,-0.1584
4.27,-1.3325
4.06,-1.4009
-3.41,-0.6958
8.34,0.4173
-5.03,1.2629
-6.36,0.9232
3.24,-1.0917
-5.85,1.3276
8.57,0.101
9.44,-1.0142
4.42,-1.2444
-4.25,0.4526
5.89,0.5429
8.66,-0.0226
0.93,1.3993
2.04,0.4372
-3.13,-1.0123
0.88,1.4085
3.12,-0.9807
-6.68,0.5362
-6.17,1.1037
-9.17,-1.2199
0.9,1.4057
2.14,0.3022
-7.24,-0.2469
1.59,0.9847
1.5,1.0643
-1.21,-0.5855
-7.36,-0.4112
1.81,0.7344
-9.19,-1.2083
9.6,-1.1573
0.52,1.3653
-7.45,-0.527
-9.08,-1.277
4.24,-1.3443
2.78,-0.5865
0.03,1.0309
-6.0,1.2398
7.99,0.8534
-5.51,1.4142
3.84,-1.4092
4.27,-1.3313
-3.57,-0.4891
2.07,0.4051
-3.99,0.0922
-0.41,0.5145
-8.17,-1.2594
-7.84,-0.9887
-1.18,-0.5404
-0.99,-0.2814
5.39,-0.1519
9.3,-0.8698
6.62,1.277
-1.57,-0.9978
9.43,-1.0013
3.24,-1.0955
3.25,-1.0988
0.64,1.3994
-5.16,1.3342
7.68,1.16
9.53,-1.0973
9.87,-1.334
3.94,-1.4142
-0.96,-0.2486
-2.32,-1.4133
-6.92,0.2053
-1.79,-1.1922
-9.79,-0.5715
2.92,-0.7579
4.99,-0.6872
0.37,1.2923
1.16,1.3178
6.73,1.3339
-5.81,1.344
-7.27,-0.2875
-0.92,-0.1881
7.92,0.9281
7.56,1.2492
7.33,1.3671
-9.1,-1.269
2.67,-0.4332
0.0,1.0016
1.07,1.3562
-0.62,0.2361
7.37,1.3492
-6.61,0.6255
1.25,1.2636
4.98,-0.7008
-4.77,1.0597
-1.16,-0.5144
5.61,0.1542
-2.85,-1.2463
-5.2,1.3532
4.45,-1.2269
-7.26,-0.2759
1.75,0.8039
-4.04,0.1642
0.26,1.226
-3.95,0.0328
-4.12,0.2661
8.93,-0.4105
-4.07,0.1987
9.42,-0.9991
-7.42,-0.4855
9.37,-0.9465
9.38,-0.9521
-2.47,-1.4044
-1.21,-0.5859
0.76,1.4138
-2.72,-1.3234
8.27,0.5071
2.02,0.4634
-0.42,0.5107
1.9,0.6173
8.7,-0.085
-8.14,-1.2426
-3.76,-0.2315
6.92,1.3987
1.01,1.3773
4.38,-1.2737
7.67,1.1698
9.77,-1.2784
6.96,1.4058
1.17,1.3088
-5.46,1.4132
2.09,0.3748
-2.53,-1.3939
-0.06,0.939
-2.86,-1.2359
8.55,0.1288
9.85,-1.3246
2.43,-0.0986
9.15,-0.6958
-6.83,0.3393
-4.16,0.3328
-6.48,0.789
0.24,1.2127
2.7,-0.4791
1.66,0.9122
-4.0,0.1055
0.58,1.3848
9.83,-1.3134
-4.81,1.0955
9.9,-1.3448
-4.11,0.2563
4.96,-0.7256
6.06,0.7491
-6.44,0.8261
0.65,1.4013
-5.81,1.3441
-3.38,-0.7361
0.96,1.3939
1.89,0.6336
4.2,-1.3602
3.09,-0.9501
-5.91,1.2963
6.0,0.6793
1.59,0.9807
-2.7,-1.3292
-5.6,1.4061
-0.35,0.5917
4.51,-1.1823
2.79,-0.5951
-0.36,0.5867
8.45,0.2702
8.92,-0.3918
0.74,1.4124
-0.47,0.4366
3.71,-1.3797
0.26,1.2265
-9.79,-0.5813
4.19,-1.364
-2.85,-1.2471
-1.03,-0.3389
7.77,1.0772
-3.79,-0.1945
2.7,-0.4811
5.41,-0.1276
0.83,1.4131
0.58,1.3835
-8.66,-1.4139
4.13,-1.3853
-2.89,-1.2193
5.56,0.0909
-9.91,-0.4224
-7.03,0.0577
9.7,-1.2367
-2.44,-1.409
2.97,-0.8134
-9.47,-0.9504
-9.11,-1.2588
0.77,1.4141
0.29,1.2451
5.94,0.6091
-8.43,-1.3842
8.0,0.8391
-2.14,-1.3798
3.42,-1.2335
-3.74,-0.2659
-5.95,1.2691
6.08,0.7785
-5.85,1.3295
-5.49,1.4142
-6.55,0.698
3.8,-1.4021
-2.73,-1.3158
0.23,1.205
4.94,-0.7479
-2.51,-1.3983
-3.86,-0.0895
9.52,-1.0915
3.82,-1.4056
5.83,0.4623
1.53,1.0377
-3.3,-0.8305
5.83,0.4671
1.16,1.3171
-7.31,-0.3371
-5.04,1.2684
7.62,1.2077
2.37,-0.0179
-2.06,-1.3517
-9.25,-1.1585
8.43,0.2927
-8.22,-1.2912
8.33,0.4301
7.84,1.0137
-7.35,-0.3949
-6.43,0.8377
-5.95,1.2734
2.3,0.0835
1.53,1.0403
8.8,-0.2248
9.46,-1.0319
7.02,1.4123
-6.22,1.0595
9.14,-0.6823
-2.29,-1.4109
-5.32,1.3929
-0.56,0.3207
3.64,-1.3562
4.8,-0.9072
6.29,1.0102
-6.07,1.1881
-2.19,-1.3958
-7.0,0.0944
3.05,-0.8991
1.18,1.3031
-9.9,-0.4278
-2.69,-1.3367
5.94,0.6108
2.85,-0.671
-4.19,0.3656
-3.94,0.016
5.62,0.1723
-4.88,1.1506
-1.8,-1.2
2.16,0.2786
6.22,0.934
1.12,1.338
5.75,0.3491
1.73,0.8342
-2.44,-1.4098
9.78,-1.2856
0.98,1.3884
-0.21,0.7648
6.17,0.8826
-9.75,-0.6339
-7.37,-0.421
8.7,-0.0917
-4.91,1.1743
6.37,1.0852
-6.35,0.9319
-4.31,0.5299
-1.03,-0.3493
2.24,0.1669
-8.27,-1.317
-4.69,0.9772
-2.43,-1.4102
-2.99,-1.1421
2.93,-0.7632
3.06,-0.9178
6.03,0.7138
-3.51,-0.5749
6.69,1.3145
-2.64,-1.359
4.82,-0.8893
-6.39,0.884
4.46,-1.2145
6.15,0.8565
5.5,0.007
-6.27,1.0151
-3.13,-1.0135
5.62,0.1682
-3.7,-0.3221
8.16,0.6505
4.0,-1.4099
9.66,-1.2062
0.18,1.1596
-6.44,0.833
-0.82,-0.0532
-9.19,-1.2065
-2.4,-1.4128
-5.14,1.3257
-7.84,-0.9897
-0.04,0.9578
2.54,-0.2642
7.93,0.9185
1.91,0.6082
-0.7,0.126
9.91,-1.353
7.72,1.1274
-3.64,-0.3988
-0.83,-0.0615
7.34,1.3629
3.67,-1.3685
-6.24,1.0439
9.63,-1.1859
8.55,0.1325
-2.54,-1.3897
-7.62,-0.7427
-4.35,0.5808
-3.31,-0.8238
8.16,0.6553
-0.17,0.8127
-1.29,-0.6859
-2.09,-1.3635
-4.85,1.1285
1.23,1.2745
-4.17,0.3376
-4.49,0.7598
-2.71,-1.3263
-5.46,1.4134
-1.16,-0.5111
5.79,0.4074
-2.82,-1.2679
5.82,0.4499
2.3,0.0772
-2.87,-1.231
-1.92,-1.2827
1.39,1.1617
-3.55,-0.5239
1.71,0.8463
-0.21,0.7722
0.82,1.4135
-4.99,1.236
-6.06,1.1973
-9.45,-0.9757
-3.56,-0.5123
-7.99,-1.1232
-3.23,-0.911
2.0,0.497
1.52,1.046
4.18,-1.3675
-5.5,1.4142
9.88,-1.3378
1.95,0.56
2.22,0.1966
-7.7,-0.8384
-0.6,0.2553
-7.91,-1.0506
-8.62,-1.4139
-0.67,0.1577
-8.4,-1.3735
8.82,-0.2595
-0.59,0.2729
-3.47,-0.6279
7.45,1.3128
0.7,1.4096
-4.65,0.9393
-1.94,-1.295
0.63,1.3965
-1.47,-0.8889
5.99,0.6693
-6.42,0.8493
-7.43,-0.5
-9.74,-0.6357
-9.53,-0.8925
-1.3,-0.7003
2.43,-0.1065
1.62,0.9519
-7.5,-0.597
2.61,-0.3585
-8.71,-1.4105
-8.05,-1.1717
-9.08,-1.2769
4.65,-1.0619
7.87,0.9868
-7.48,-0.5678
-1.61,-1.0341
4.32,-1.3089
-3.94,0.0147
6.09,0.7909
8.92,-0.3867
-3.9,-0.0381
4.07,-1.4007
1.56,1.0094
3.16,-1.0179
0.98,1.3867
7.73,1.1123
3.44,-1.25
0.49,1.3517
-3.38,-0.7369
3.34,-1.1787
-2.71,-1.3276
-9.8,-0.5625
7.89,0.9679
-0.04,0.9633
-8.32,-1.3447
-4.52,0.7923
0.87,1.4092
5.68,0.2608
6.54,1.22
2.91,-0.7463
-4.24,0.4309
-5.39,1.4064
0.49,1.3519
-7.04,0.0384
-9.57,-0.8452
-4.9,1.1671
0.64,1.3986
-3.75,-0.2507
-9.61,-0.8039
-3.63,-0.4195
4.72,-0.992
-0.78,0.0091
-1.29,-0.6876
4.13,-1.3841
2.5,-0.2089
6.68,1.3063
-5.5,1.4142
-9.58,-0.8332
7.01,1.4115
8.23,0.5637
-5.29,1.3848
7.04,1.4138
-2.08,-1.359
-1.7,-1.1232
-1.56,-0.993
4.47,-1.2139
-2.57,-1.3832
9.58,-1.1466
6.72,1.3268
1.17,1.3106
-1.77,-1.1743
7.41,1.3309
-8.6,-1.4129
-2.5,-1.4005
-6.97,0.1376
1.01,1.3791
6.0,0.6768
5.78,0.3878
4.21,-1.3565
-5.45,1.4127
-1.53,-0.9561
1.46,1.1065
-1.57,-0.9992
6.11,0.8141
1.76,0.7938
4.72,-0.9924
-9.3,-1.1209
6.65,1.2935
8.07,0.7609
-6.16,1.1159
-3.05,-1.0834
-6.09,1.1708
2.16,0.269
0.69,1.408
5.19,-0.434
3.45,-1.2539
-7.97,-1.1072
1.62,0.9515
-5.28,1.3799
6.16,0.8681
-4.89,1.157
6.78,1.355
3.21,-1.0624
4.38,-1.2731
-5.14,1.324
-3.51,-0.5766
6.94,1.4026
5.24,-0.3546
5.64,0.1981
-2.32,-1.4132
4.36,-1.2838
3.57,-1.3228
-5.12,1.3144
6.11,0.8165
5.38,-0.1694
-0.59,0.2722
-4.05,0.1682
-8.28,-1.3222
6.8,1.3639
5.39,-0.1551
5.87,0.5104
5.24,-0.3628
-9.55,-0.8658
7.05,1.4141
9.58,-1.1408
-9.15,-1.2343
-6.66,0.5603
-5.25,1.371
-4.05,0.1768
6.72,1.3315
-8.68,-1.4133
-8.53,-1.4064
-7.28,-0.2965
-8.78,-1.3994
0.06,1.0616
2.43,-0.0991
9.28,-0.849
-9.32,-1.0954
-1.23,-0.6076
3.59,-1.3363
7.7,1.1398
-6.52,0.7432
-8.43,-1.384
1.55,1.0182
9.51,-1.0853
7.89,0.9665
9.14,-0.6749
-2.39,-1.4135
-7.66,-0.7918
5.02,-0.6499
2.63,-0.3886
-9.72,-0.6712
9.13,-0.6697
-9.76,-0.621
2.12,0.3329
4.82,-0.8852
4.59,-1.1149
-0.04,0.9551
-8.79,-1.3971
9.03,-0.5323
6.32,1.0339
-8.5,-1.4014
8.78,-0.1955
-0.09,0.9109
-8.13,-1.2326
-5.81,1.3443
4.0,-1.4104
4.52,-1.1725
9.5,-1.0705
-1.43,-0.8539
1.61,0.9625
8.98,-0.4736
-0.79,-0.0078
-0.36,0.5831
3.7,-1.3793
2.54,-0.2635
8.69,-0.0674
-4.42,0.6669
-6.58,0.6659
8.62,0.0237
1.46,1.1039
-9.68,-0.7102
-8.9,-1.3658
-7.32,-0.3537
1.72,0.8353
-7.7,-0.8299
-0.49,0.4127
-2.49,-1.4025
0.98,1.3885
-1.25,-0.6286
4.6,-1.1047
1.03,1.3725
-1.8,-1.2028
-0.01,0.9921
-7.76,-0.9027
-2.46,-1.4059
3.27,-1.1231
-1.74,-1.1577
8.62,0.0343
0.87,1.4087
-3.43,-0.6777
-8.83,-1.388
-8.27,-1.3164
-3.47,-0.6244
-3.7,-0.3164
-9.99,-0.3072
6.46,1.1608
-2.11,-1.372
-6.56,0.6877
9.32,-0.8891
7.68,1.1572
-6.17,1.1078
1.95,0.5645
-6.06,1.1952
1.33,1.2129
-3.55,-0.5168
8.62,0.0219
-0.07,0.932
1.11,1.3383
-0.32,0.6365
9.66,-1.2061
-3.64,-0.4026
-5.24,1.3688
-2.62,-1.3665
-0.03,0.9735
-5.04,1.2682
-9.29,-1.1214
9.77,-1.2818
1.41,1.1497
-1.33,-0.7335
1.37,1.1773
2.04,0.4414
6.25,0.9672
-4.59,0.872
-6.78,0.3988
7.18,1.4049
-0.96,-0.2519
-1.75,-1.1612
4.1,-1.3924
8.43,0.2917
-2.59,-1.3755
-8.39,-1.3712
4.01,-1.4091
-7.63,-0.7533
3.2,-1.0592
-8.24,-1.3042
-6.41,0.8616
4.59,-1.1119
-9.65,-0.7489
-8.05,-1.1732
1.85,0.6886
2.58,-0.3096
6.44,1.1463
-8.35,-1.3562
-9.81,-0.5497
8.19,0.61
-4.49,0.7605
-1.29,-0.6859
-8.3,-1.3357
6.88,1.3883
-6.64,0.5884
2.36,-0.0033
3.92,-1.4142
-5.55,1.4122
3.45,-1.2594
-6.52,0.7316
5.76,0.3603
-6.05,1.2028
-3.84,-0.1229
-3.65,-0.39
8.31,0.4604
-1.75,-1.1613
8.31,0.461
9.78,-1.2864
2.88,-0.7117
6.39,1.1015
6.99,1.4104
-8.75,-1.4063
-2.46,-1.4066
-8.78,-1.4003
7.32,1.3687
4.41,-1.2498
-8.76,-1.4043
6.14,0.8458
-6.89,0.2507
8.72,-0.1155
-7.29,-0.3041
-1.85,-1.2369
7.39,1.3402
-9.21,-1.1864
0.02,1.0214
2.34,0.0163
5.55,0.0799
-7.61,-0.732
-9.82,-0.5322
-6.51,0.7515
0.83,1.413
9.03,-0.543
8.48,0.2205
-4.61,0.8951
-4.67,0.9562
3.81,-1.4041
8.65,-0.0178
-5.13,1.3208
-3.5,-0.58
-0.02,0.9802
-7.58,-0.6925
4.32,-1.3065
3.09,-0.9512
7.92,0.9297
5.58,0.1116
-3.36,-0.759
1.43,1.1326
3.02,-0.8749
9.12,-0.6562
1.16,1.3182
-4.95,1.2061
2.62,-0.374
9.88,-1.3378
8.49,0.2131
3.05,-0.906
6.49,1.1839
-0.75,0.054
6.51,1.2003
4.0,-1.4105
