x,y
-2.03,1.8197
-2.65,1.2601
3.38,-0.8127
-5.27,-4.4802
7.8,7.7859
-0.09,0.0087
-9.62,-1.8861
-9.2,2.045
9.22,1.8695
1.72,1.6975
3.16,-0.0571
-9.75,-3.0724
-5.4,-4.1617
3.1,0.114
-6.82,3.507
-8.81,5.0887
-5.7,-3.132
-7.37,6.5117
4.61,-4.5923
5.63,-3.4392
8.78,5.2497
-0.52,0.2544
-0.46,0.2059
4.05,-3.1793
6.38,0.5979
0.83,0.6127
6.92,4.0944
-1.4,1.3813
9.8,-3.6036
5.65,-3.324
-8.78,5.2569
5.01,-4.789
-5.31,-4.3797
1.22,1.1389
-4.83,-4.7959
-8.9,4.448
-2.46,1.5461
8.75,5.4733
-1.31,1.2655
2.43,1.581
-7.55,7.2117
4.81,-4.7884
-1.99,1.8175
-8.67,5.9491
-3.75,-2.1374
0.87,0.6647
-6.81,3.4476
2.78,0.9825
3.12,0.0813
0.92,0.738
3.58,-1.5202
9.2,2.0717
2.11,1.8096
-4.46,-4.3129
-4.57,-4.5286
-6.82,3.4843
0.28,0.0793
-1.8,1.7507
-3.98,-2.9753
-9.7,-2.5955
-0.09,0.0079
-0.58,0.3189
2.19,1.784
-3.0,0.4355
4.58,-4.5475
5.05,-4.7657
-1.55,1.5456
8.35,7.3344
-7.79,7.7805
9.09,2.9778
0.65,0.3952
5.91,-2.1476
-8.55,6.538
-0.83,0.6114
2.66,1.2291
7.03,4.7656
0.84,0.6256
-9.38,0.4257
7.54,7.1598
8.71,5.711
2.85,0.8179
-3.26,-0.3822
-3.82,-2.4079
-2.05,1.8192
3.03,0.3375
-7.57,7.2807
-9.64,-2.0871
-5.78,-2.8094
5.5,-3.8645
2.56,1.4117
6.54,1.6491
4.47,-4.3464
2.44,1.5725
-2.47,1.5353
8.78,5.2749
-0.07,0.005
-5.78,-2.7977
5.68,-3.2066
-1.41,1.3939
-8.38,7.2566
4.78,-4.7713
-6.12,-1.0211
-0.4,0.1589
-4.11,-3.3938
-9.74,-2.9841
-3.96,-2.8755
-5.88,-2.2885
-4.15,-3.4957
-9.5,-0.6682
8.56,6.4921
-2.12,1.8074
-8.89,4.5045
9.54,-1.1191
-6.41,0.7909
9.59,-1.5549
6.61,2.1393
-1.43,1.4154
-5.41,-4.1338
-2.39,1.6369
-6.39,0.6913
0.99,0.8273
3.39,-0.8427
7.58,7.2992
-6.99,4.5273
-3.24,-0.3196
-2.07,1.8174
1.69,1.6783
3.12,0.0639
9.13,2.6197
-4.75,-4.7463
8.84,4.8884
-0.39,0.1449
-1.58,1.5774
-1.77,1.736
1.41,1.3897
-7.63,7.4265
-0.75,0.5122
-2.66,1.2243
6.35,0.4075
9.26,1.5033
7.92,7.9019
2.09,1.8149
-9.01,3.5961
5.82,-2.6053
7.79,7.7719
-6.75,3.0146
-3.55,-1.3981
-4.23,-3.7368
1.57,1.5737
-7.35,6.4327
7.32,6.3128
-2.54,1.4314
-5.48,-3.9376
-0.49,0.2281
-4.66,-4.6485
4.83,-4.7954
-8.19,7.7402
-0.16,0.0248
-2.33,1.6923
-3.88,-2.5971
-9.39,0.2889
-0.13,0.0169
-6.1,-1.1012
7.36,6.4693
-2.35,1.6711
3.57,-1.5005
0.54,0.2807
7.66,7.5183
6.83,3.5686
8.74,5.5276
8.8,5.1642
8.4,7.1641
-8.67,5.945
-9.71,-2.763
-4.84,-4.7994
-9.9,-4.5309
4.9,-4.8139
8.45,6.9942
-5.04,-4.7689
6.94,4.2496
-0.69,0.4403
0.42,0.1716
0.88,0.6791
7.62,7.4039
-0.61,0.3459
-1.3,1.2513
-8.03,7.9074
-3.03,0.3508
-0.76,0.5241
4.6,-4.5702
7.55,7.217
1.34,1.3041
9.21,1.9548
6.16,-0.7607
3.26,-0.3844
4.42,-4.232
-6.24,-0.278
1.55,1.5514
1.34,1.3041
2.43,1.5879
-3.85,-2.5049
5.95,-1.9546
5.29,-4.4277
-9.04,3.3826
-9.07,3.1439
-0.19,0.037
-2.66,1.2265
-5.22,-4.5635
-3.92,-2.749
-6.94,4.2599
-3.2,-0.1722
-1.5,1.4951
-0.35,0.122
-1.36,1.3334
-6.41,0.8062
-1.85,1.7776
-3.09,0.1611
6.95,4.29
0.24,0.0549
-2.68,1.1862
1.51,1.5059
7.63,7.4381
-9.16,2.3559
-7.08,5.0466
-2.62,1.3069
0.88,0.6772
-0.07,0.0045
0.83,0.6081
0.51,0.2501
-9.09,3.0243
-0.6,0.3426
-8.68,5.8913
-6.68,2.6118
-3.7,-1.9775
-2.86,0.7859
9.65,-2.1837
-3.22,-0.2517
4.93,-4.8136
1.39,1.365
-1.06,0.928
8.68,5.9111
5.31,-4.3789
5.91,-2.1344
-9.68,-2.4243
0.52,0.26
9.8,-3.5754
4.39,-4.1604
7.73,7.6701
9.19,2.1758
0.55,0.2838
4.57,-4.5245
-0.34,0.1142
9.24,1.6993
-3.5,-1.221
5.78,-2.7919
-2.51,1.4751
-8.32,7.4443
2.29,1.7246
3.94,-2.8246
7.22,5.7977
-8.87,4.6594
-1.35,1.3163
-3.43,-0.9675
2.74,1.0775
-3.57,-1.4819
4.76,-4.7567
-5.93,-2.0454
-3.66,-1.8028
-3.16,-0.0669
-6.68,2.6084
1.94,1.8096
-5.39,-4.1968
-6.36,0.5005
7.65,7.5001
8.63,6.167
1.46,1.4468
-1.78,1.7437
5.76,-2.8567
-1.77,1.7321
-5.18,-4.63
-7.16,5.4775
-5.2,-4.5996
9.34,0.8196
8.35,7.3561
-0.65,0.3974
-5.91,-2.1324
6.39,0.6942
0.28,0.0787
2.28,1.731
9.8,-3.5777
3.45,-1.0447
8.26,7.5885
2.61,1.3257
7.39,6.6156
-2.41,1.6116
2.79,0.9674
-1.55,1.5462
1.55,1.5511
-8.43,7.0819
-3.22,-0.2638
-0.84,0.6241
8.45,6.978
-8.35,7.3562
-5.57,-3.6561
4.75,-4.7482
4.26,-3.8217
-3.35,-0.6765
5.16,-4.657
-7.56,7.2234
-4.74,-4.736
9.69,-2.4995
-8.07,7.8791
4.01,-3.0666
2.86,0.7855
8.19,7.7351
-7.94,7.9102
-1.64,1.6398
6.56,1.7723
-6.24,-0.2603
-1.51,1.5075
4.16,-3.5519
8.56,6.5335
3.38,-0.8092
-8.63,6.1628
-0.09,0.0079
0.58,0.3167
5.47,-3.9617
-7.55,7.1953
1.27,1.2114
9.68,-2.4247
5.13,-4.6834
-0.82,0.5991
-1.12,1.0026
8.28,7.5478
-0.71,0.4683
-3.13,0.0264
6.84,3.6408
-4.74,-4.7415
-2.14,1.8034
-2.54,1.4402
-8.53,6.6696
2.37,1.6564
-9.49,-0.6192
-3.65,-1.7919
-0.19,0.0363
-7.98,7.9167
4.64,-4.6212
-5.28,-4.4436
9.7,-2.6202
3.68,-1.9029
1.06,0.921
-1.49,1.4862
3.03,0.3252
-2.25,1.7493
8.25,7.6127
0.88,0.6807
-5.45,-4.0314
-6.34,0.3658
0.71,0.4665
-2.24,1.7556
-6.56,1.7682
-7.98,7.9167
5.1,-4.7242
5.14,-4.6817
-5.62,-3.4558
8.18,7.743
-3.88,-2.6215
-9.74,-3.0135
-8.42,7.0893
-0.5,0.2361
2.58,1.3733
5.03,-4.7753
-8.19,7.7349
8.25,7.6218
-9.21,1.948
-0.16,0.0261
3.39,-0.8237
-0.03,0.0009
4.81,-4.7867
-1.77,1.7346
8.6,6.3273
8.87,4.6422
-6.92,4.0918
6.15,-0.7951
-9.67,-2.3527
-5.89,-2.247
1.78,1.7395
-5.53,-3.7689
9.94,-4.8624
6.71,2.7839
-9.09,3.0238
-7.33,6.3526
-7.57,7.2652
5.69,-3.1749
2.15,1.7994
5.13,-4.6842
-1.35,1.3147
4.39,-4.1587
4.57,-4.5318
-9.04,3.3597
-5.55,-3.7206
6.63,2.2837
5.42,-4.1058
-1.92,1.8032
-0.04,0.0015
-1.13,1.022
-6.21,-0.4464
9.82,-3.7626
7.7,7.6035
9.06,3.2497
1.46,1.4498
-2.03,1.8197
2.99,0.4529
-2.43,1.5881
7.37,6.5316
-4.07,-3.2677
-0.75,0.5136
-3.12,0.068
3.86,-2.5377
7.17,5.5739
-4.77,-4.7597
-5.43,-4.0788
8.75,5.4831
-4.28,-3.8755
2.73,1.0969
-4.49,-4.3817
2.79,0.9545
-0.89,0.6961
1.45,1.4414
-5.15,-4.6654
5.99,-1.7419
8.44,7.0189
3.0,0.4182
8.89,4.5213
-7.03,4.7668
9.24,1.7405
-6.64,2.2879
7.23,5.8672
-7.04,4.8143
0.16,0.0269
2.1,1.8129
-3.19,-0.1408
-7.87,7.8721
-4.43,-4.254
-2.33,1.6939
-0.05,0.0026
8.55,6.5565
-1.8,1.7525
8.39,7.2245
7.2,5.7354
-3.13,0.0506
-5.85,-2.4678
-6.75,3.0251
-5.32,-4.3646
-1.94,1.8084
2.03,1.8197
-3.12,0.0546
1.77,1.7355
-9.72,-2.8628
8.7,5.7845
5.17,-4.6326
5.03,-4.7773
-4.39,-4.168
-0.6,0.3401
-5.65,-3.325
5.63,-3.4159
-6.95,4.2858
6.73,2.929
-7.68,7.5708
-6.04,-1.4676
2.85,0.8247
-5.01,-4.7879
8.37,7.2896
6.33,0.2774
-2.19,1.7826
-1.52,1.5197
-7.97,7.916
-4.05,-3.1871
-9.79,-3.4843
-8.61,6.2527
-7.33,6.3629
6.38,0.6353
0.42,0.1692
-1.5,1.498
-3.34,-0.6418
2.27,1.74
7.09,5.0938
-8.44,7.0461
4.15,-3.5205
6.2,-0.5233
3.12,0.0653
-8.41,7.1472
-9.88,-4.3526
0.88,0.6746
0.17,0.0291
-8.24,7.6251
-4.56,-4.5095
-5.55,-3.7201
-3.05,0.2729
-1.16,1.0651
1.41,1.3873
8.71,5.7092
4.29,-3.9025
-3.5,-1.2363
-9.07,3.1534
-2.26,1.7474
-7.51,7.0549
1.73,1.7055
7.01,4.6326
-6.8,3.331
-3.06,0.2362
5.56,-3.6713
5.28,-4.4493
9.92,-4.6842
-9.8,-3.5945
-5.11,-4.7107
9.35,0.7074
-0.04,0.0017
-4.75,-4.7487
-8.29,7.5116
-7.63,7.4276
-7.56,7.222
-7.79,7.7699
-6.29,0.056
-7.53,7.1302
-2.82,0.8796
-2.04,1.8195
8.66,6.0094
4.36,-4.0841
1.79,1.7486
3.16,-0.0664
-9.79,-3.5399
2.11,1.8096
9.53,-0.9761
0.76,0.521
-6.36,0.4928
-1.37,1.3421
9.21,1.9197
5.19,-4.6038
6.53,1.6196
-4.78,-4.7721
-8.79,5.1829
-1.95,1.8116
6.62,2.2137
-1.13,1.0286
9.19,2.1413
-6.29,0.0712
-6.92,4.1125
-5.03,-4.7776
-1.67,1.6636
0.17,0.0295
-1.6,1.6013
1.6,1.5952
-7.84,7.8372
-3.18,-0.1193
-9.9,-4.5388
-7.93,7.9079
-5.37,-4.2442
-9.83,-3.8429
3.7,-1.9727
5.14,-4.677
-2.63,1.288
8.55,6.5835
6.03,-1.5358
2.58,1.3702
-6.92,4.0954
1.13,1.025
-6.42,0.8678
8.91,4.3926
6.17,-0.6856
-2.1,1.8127
9.01,3.6102
-4.11,-3.3902
9.18,2.2102
2.78,0.9803
-4.42,-4.2317
8.49,6.8267
-7.79,7.767
-4.09,-3.3083
7.95,7.9143
-8.8,5.1339
1.88,1.789
-2.38,1.6444
-9.51,-0.8379
-9.47,-0.4234
4.02,-3.0787
-1.49,1.4882
5.87,-2.3537
-9.37,0.5497
-2.62,1.3021
-7.38,6.5636
-1.85,1.778
-8.08,7.876
7.83,7.8274
3.47,-1.1225
3.08,0.1916
6.2,-0.5029
-1.28,1.2264
-1.39,1.3716
-2.48,1.5273
4.9,-4.8143
4.62,-4.6041
1.15,1.0523
-0.3,0.0895
4.71,-4.7062
-8.56,6.5262
2.53,1.4554
-9.8,-3.5608
1.66,1.6545
-5.06,-4.7589
-1.01,0.8555
9.32,0.9581
-6.9,4.0101
-3.81,-2.368
-8.87,4.6562
9.65,-2.1641
3.84,-2.4849
5.9,-2.2275
-9.82,-3.7914
8.99,3.7685
-6.18,-0.6309
-0.34,0.1122
9.41,0.1353
6.11,-1.0624
-1.47,1.465
-1.4,1.3766
4.93,-4.8139
6.87,3.8135
-6.37,0.5314
2.04,1.8194
-6.95,4.3074
-3.87,-2.5614
-6.47,1.2298
-0.28,0.0762
4.41,-4.2042
5.03,-4.7783
7.47,6.911
4.83,-4.7962
-0.89,0.695
-4.11,-3.3832
9.19,2.1357
0.94,0.7572
-7.31,6.2442
-2.76,1.0213
5.65,-3.3554
-3.73,-2.0585
3.28,-0.4464
-5.68,-3.2108
5.36,-4.2692
7.62,7.4224
6.61,2.1307
-0.97,0.8056
9.25,1.5759
6.01,-1.645
8.33,7.3912
-5.19,-4.6153
-4.91,-4.8143
-8.64,6.0871
1.81,1.7605
8.69,5.8133
0.22,0.0484
4.74,-4.7347
-0.32,0.0994
6.39,0.6792
-5.13,-4.6908
4.01,-3.0476
2.09,1.8146
8.55,6.5446
9.42,0.0339
5.13,-4.6862
-0.57,0.3073
-1.97,1.8146
4.14,-3.4705
6.43,0.9406
5.57,-3.6585
-7.24,5.9119
8.7,5.7849
0.69,0.4337
-3.24,-0.3067
-0.63,0.372
5.22,-4.5662
1.98,1.8165
-9.4,0.2022
-8.87,4.6748
-0.44,0.1884
-6.9,3.9915
-9.71,-2.7232
-2.76,1.0223
-5.09,-4.7281
-6.04,-1.4549
8.79,5.2308
1.47,1.4674
1.53,1.5305
-3.84,-2.4686
-5.84,-2.5285
-0.38,0.1436
0.18,0.0326
3.78,-2.2692
-7.41,6.6869
-4.87,-4.8098
-6.39,0.6553
-3.83,-2.4461
-9.1,2.8816
-2.51,1.4768
-6.13,-0.9197
3.49,-1.2061
-0.45,0.1987
-7.57,7.2756
5.04,-4.7739
-7.77,7.7417
4.3,-3.9466
6.04,-1.4568
-2.22,1.767
-7.91,7.8987
-7.48,6.9451
5.03,-4.7804
-6.87,3.8133
-0.4,0.1573
-9.28,1.3461
-0.6,0.3411
-1.15,1.0463
-5.68,-3.2169
5.94,-2.003
5.1,-4.7227
1.84,1.7718
3.09,0.1457
-5.68,-3.2349
8.08,7.8773
-2.45,1.5658
3.19,-0.1615
5.04,-4.7724
5.43,-4.0882
1.01,0.8591
1.06,0.9242
4.04,-3.1721
-3.57,-1.497
4.42,-4.2322
-1.06,0.9235
-4.62,-4.5933
7.42,6.7125
9.91,-4.6031
-1.48,1.478
-4.6,-4.5688
-0.71,0.4643
5.87,-2.3541
-8.78,5.3029
-0.06,0.0032
8.16,7.7743
5.82,-2.583
0.97,0.7952
3.32,-0.592
5.99,-1.7516
3.57,-1.4946
7.68,7.5528
-5.69,-3.1839
5.99,-1.7103
-9.3,1.1263
-8.7,5.7523
-7.45,6.8638
4.1,-3.3533
-4.89,-4.8129
-5.47,-3.97
7.62,7.4053
-8.27,7.5592
3.47,-1.1335
-9.68,-2.4874
9.39,0.2828
3.9,-2.6894
-9.92,-4.741
-8.04,7.9011
7.27,6.0579
-9.19,2.1147
5.36,-4.279
-8.4,7.1611
-4.61,-4.5898
-1.08,0.9569
-8.07,7.8836
8.94,4.1534
3.38,-0.7876
-4.33,-4.0194
2.24,1.7552
5.66,-3.3048
-6.11,-1.0262
-0.81,0.5806
3.45,-1.0498
6.49,1.3626
9.73,-2.9699
-6.66,2.4629
1.09,0.9715
-5.59,-3.5761
6.23,-0.3337
-1.99,1.8182
0.95,0.7723
-2.88,0.734
1.97,1.8156
5.5,-3.8816
7.26,6.001
1.23,1.1633
2.49,1.5036
-2.18,1.7893
-4.53,-4.4475
-2.53,1.4505
-7.62,7.4193
1.5,1.4985
-9.34,0.806
6.27,-0.0879
-0.62,0.3646
1.06,0.9193
3.47,-1.1151
1.54,1.5432
7.43,6.775
-3.37,-0.7671
0.05,0.0021
7.93,7.9065
1.8,1.7539
5.5,-3.8682
6.44,0.9929
-8.95,4.1197
-5.49,-3.8977
5.0,-4.7926
7.31,6.2392
4.73,-4.726
-2.4,1.6249
4.06,-3.2388
2.69,1.1826
4.8,-4.7806
0.55,0.2877
-3.79,-2.2807
-2.25,1.7498
-4.28,-3.8937
0.08,0.0058
-1.98,1.8164
4.23,-3.7463
9.18,2.2233
1.42,1.4069
2.08,1.8166
3.43,-0.9668
7.25,5.9671
8.29,7.5178
-5.69,-3.1846
2.77,1.0161
-9.19,2.1778
-9.51,-0.8317
8.24,7.6247
8.44,7.0238
4.45,-4.2912
-2.65,1.2536
-9.17,2.275
-7.68,7.5753
-2.48,1.5194
-4.52,-4.4298
-6.54,1.6321
-8.65,6.0651
-4.67,-4.6657
-0.48,0.2241
-0.99,0.8267
3.23,-0.2829
6.2,-0.5213
-0.05,0.0021
1.89,1.7958
-0.8,0.5716
-6.32,0.2369
-0.76,0.5192
-9.25,1.5913
9.51,-0.835
3.89,-2.6447
-4.26,-3.8361
9.93,-4.8321
7.43,6.7813
8.15,7.8021
0.77,0.5414
-1.19,1.1096
2.06,1.8181
3.99,-2.9932
-9.92,-4.7299
-1.01,0.861
7.2,5.7101
-1.49,1.48
-0.27,0.0703
-5.1,-4.7255
-7.84,7.8349
3.34,-0.663
-1.34,1.3063
-4.78,-4.7684
-8.68,5.9044
1.99,1.8174
4.66,-4.6581
2.19,1.7847
-0.14,0.0192
9.88,-4.3177
6.63,2.2416
-0.59,0.3265
4.52,-4.4308
-2.2,1.7785
2.07,1.8179
-6.8,3.3621
9.29,1.2623
3.46,-1.08
-2.58,1.377
-6.88,3.837
3.54,-1.3626
0.2,0.0389
9.36,0.5667
7.33,6.3677
2.42,1.6032
1.14,1.0422
0.11,0.0116
4.08,-3.2939
7.09,5.1068
4.76,-4.7537
7.86,7.857
0.26,0.0648
4.17,-3.5758
-6.91,4.0732
-6.35,0.4022
-2.42,1.6024
-8.82,4.9989
4.28,-3.8732
-0.28,0.0794
-1.9,1.7976
-2.06,1.8186
4.28,-3.8801
6.36,0.5149
-3.75,-2.1557
3.17,-0.0973
-1.65,1.6407
0.51,0.2508
2.0,1.8182
2.93,0.6199
-3.03,0.345
7.97,7.9163
1.68,1.6706
6.39,0.6531
-3.51,-1.2688
2.42,1.5976
9.93,-4.7888
-4.08,-3.2887
-9.61,-1.7284
-9.65,-2.1538
-3.41,-0.8911
-2.53,1.448
9.26,1.4817
4.43,-4.2645
-8.02,7.9097
6.74,2.967
5.84,-2.5167
5.06,-4.7554
-3.45,-1.0566
6.12,-0.969
6.86,3.7319
5.89,-2.2717
4.95,-4.8113
-3.92,-2.7692
-1.47,1.4656
6.42,0.8669
-6.22,-0.3727
4.46,-4.3208
9.98,-5.2726
-0.46,0.2009
-6.05,-1.4189
3.3,-0.5353
0.33,0.1073
2.28,1.7335
-7.13,5.3295
8.43,7.0562
-6.11,-1.0267
0.71,0.4612
-5.84,-2.505
3.59,-1.5411
3.54,-1.3618
4.89,-4.8128
0.13,0.0163
-6.97,4.3981
6.03,-1.537
4.16,-3.5562
-7.65,7.4929
-5.3,-4.4208
8.73,5.6118
3.73,-2.0879
-9.66,-2.2707
-8.48,6.8745
-6.2,-0.5147
-9.91,-4.5849
4.91,-4.8145
-9.3,1.1776
