t_0,x_0,y_0,dx_0,dy_0,t_1,x_1,y_1,dx_1,dy_1
0,14.09,64.56,0,-0.45,2,14.09,63.56,0,-0.65
0,10.15,56.42,0,-0.8,2,10.15,54.72,0,-1.0
0,42.49,9.86,0,-0.17,2,42.49,9.42,0,-0.37
0,95.92,85.86,0,-0.26,2,95.92,85.24,0,-0.46
0,71.78,2.62,0,0.24,2,71.78,3.0,0,0.04
0,93.26,22.64,0,0.28,2,93.26,23.1,0,0.08
0,61.06,18.25,0,-0.89,2,61.06,16.37,0,-1.09
0,11.29,54.17,0,0.41,2,11.29,54.89,0,0.21
0,84.07,66.02,0,-0.95,2,84.07,64.02,0,-1.15
0,26.88,8.9,0,-0.91,2,26.88,6.98,0,-1.11
0,27.05,67.38,0,-0.41,2,27.05,66.46,0,-0.61
0,72.39,88.38,0,-0.66,2,72.39,86.96,0,-0.86
0,54.78,54.93,0,-0.87,2,54.78,53.09,0,-1.07
0,3.68,1.78,0,0.69,2,3.68,3.06,0,0.49
0,62.21,80.72,0,-0.37,2,62.21,79.88,0,-0.57
0,4.43,69.11,0,-0.89,2,4.43,67.23,0,-1.09
0,92.16,51.33,0,0.59,2,92.16,52.41,0,0.39
0,94.87,51.82,0,-0.27,2,94.87,51.18,0,-0.47
0,32.14,69.53,0,-0.33,2,32.14,68.77,0,-0.53
0,26.6,76.39,0,-0.03,2,26.6,76.23,0,-0.23
0,30.21,31.1,0,-0.09,2,30.21,30.82,0,-0.29
0,39.25,86.08,0,-0.89,2,39.25,84.2,0,-1.09
0,60.17,23.38,0,0.08,2,60.17,23.44,0,-0.12
0,60.28,48.14,0,-0.07,2,60.28,47.9,0,-0.27
0,44.25,4.63,0,0.37,2,44.25,5.27,0,0.17
0,84.13,58.18,0,0.59,2,84.13,59.26,0,0.39
0,21.26,19.32,0,0.06,2,21.26,19.34,0,-0.14
0,46.55,73.44,0,-0.63,2,46.55,72.08,0,-0.83
0,70.94,23.63,0,-0.9,2,70.94,21.73,0,-1.1
0,65.3,74.12,0,0.72,2,65.3,75.46,0,0.52
0,28.09,28.11,0,0.88,2,28.09,29.77,0,0.68
0,94.68,67.34,0,0.67,2,94.68,68.58,0,0.47
0,25.9,74.72,0,0.01,2,25.9,74.64,0,-0.19
0,88.99,58.67,0,0.45,2,88.99,59.47,0,0.25
0,83.7,47.39,0,0.81,2,83.7,48.91,0,0.61
0,9.57,16.61,0,-0.08,2,9.57,16.35,0,-0.28
0,44.09,67.1,0,-0.45,2,44.09,66.1,0,-0.65
0,52.27,91.56,0,0.91,2,52.27,93.28,0,0.71
0,33.36,10.83,0,0.48,2,33.36,11.69,0,0.28
0,47.91,26.84,0,0.44,2,47.91,27.62,0,0.24
0,31.42,28.14,0,0.13,2,31.42,28.3,0,-0.07
0,32.21,53.75,0,0.23,2,32.21,54.11,0,0.03
0,80.4,87.13,0,-0.43,2,80.4,86.17,0,-0.63
0,44.17,58.08,0,0.77,2,44.17,59.52,0,0.57
0,81.71,89.47,0,-1.0,2,81.71,87.37,0,-1.2
0,2.95,20.14,0,0.52,2,2.95,21.08,0,0.32
0,77.98,85.58,0,0.94,2,77.98,87.36,0,0.74
0,78.14,92.49,0,0.93,2,78.14,94.25,0,0.73
0,3.6,98.09,0,0.34,2,3.6,98.67,0,0.14
0,96.06,26.26,0,-0.02,2,96.06,26.12,0,-0.22
0,36.36,30.64,0,-0.26,2,36.36,30.02,0,-0.46
0,76.03,80.02,0,-0.15,2,76.03,79.62,0,-0.35
0,92.89,25.24,0,-0.78,2,92.89,23.58,0,-0.98
0,11.44,99.01,0,-0.05,2,11.44,98.81,0,-0.25
0,68.4,53.99,0,0.41,2,68.4,54.71,0,0.21
0,73.67,4.44,0,-0.77,2,73.67,2.8,0,-0.97
0,12.42,99.5,0,0.2,2,12.42,99.8,0,0.0
0,91.5,15.04,0,-0.07,2,91.5,14.8,0,-0.27
0,83.06,15.22,0,-0.33,2,83.06,14.46,0,-0.53
0,89.38,20.35,0,0.06,2,89.38,20.37,0,-0.14
0,64.69,56.98,0,-0.75,2,64.69,55.38,0,-0.95
0,41.16,70.94,0,0.16,2,41.16,71.16,0,-0.04
0,92.42,72.75,0,-0.47,2,92.42,71.71,0,-0.67
0,22.11,63.79,0,-0.1,2,22.11,63.49,0,-0.3
0,64.24,30.15,0,0.81,2,64.24,31.67,0,0.61
0,3.61,88.29,0,-0.82,2,3.61,86.55,0,-1.02
0,16.23,19.33,0,-0.95,2,16.23,17.33,0,-1.15
0,47.58,93.65,0,-0.61,2,47.58,92.33,0,-0.81
0,63.53,92.07,0,-0.04,2,63.53,91.89,0,-0.24
0,31.74,48.89,0,-0.54,2,31.74,47.71,0,-0.74
0,31.14,98.69,0,0.75,2,31.14,100.09,0,0.55
0,43.24,85.43,0,0.42,2,43.24,86.17,0,0.22
0,36.55,72.9,0,0.71,2,36.55,74.22,0,0.51
0,34.34,83.8,0,-0.32,2,34.34,83.06,0,-0.52
0,78.56,53.12,0,0.6,2,78.56,54.22,0,0.4
0,85.88,84.65,0,0.23,2,85.88,85.01,0,0.03
0,41.37,18.91,0,0.15,2,41.37,19.11,0,-0.05
0,84.55,72.3,0,0.05,2,84.55,72.3,0,-0.15
0,68.67,66.71,0,-0.82,2,68.67,64.97,0,-1.02
0,25.77,97.15,0,0.83,2,25.77,98.71,0,0.63
0,67.61,88.72,0,0.91,2,67.61,90.44,0,0.71
0,70.05,99.11,0,0.48,2,70.05,99.97,0,0.28
0,55.36,84.08,0,0.09,2,55.36,84.16,0,-0.11
0,50.18,35.47,0,-0.16,2,50.18,35.05,0,-0.36
0,85.61,76.68,0,-0.48,2,85.61,75.62,0,-0.68
0,64.59,74.71,0,-0.55,2,64.59,73.51,0,-0.75
0,11.56,95.14,0,-0.76,2,11.56,93.52,0,-0.96
0,22.62,17.06,0,-0.47,2,22.62,16.02,0,-0.67
0,40.89,48.35,0,-0.01,2,40.89,48.23,0,-0.21
0,53.55,48.2,0,0.77,2,53.55,49.64,0,0.57
0,22.21,7.81,0,0.57,2,22.21,8.85,0,0.37
0,33.18,56.84,0,-0.4,2,33.18,55.94,0,-0.6
0,78.54,96.62,0,-0.68,2,78.54,95.16,0,-0.88
0,49.5,1.61,0,-0.09,2,49.5,1.33,0,-0.29
0,69.34,45.1,0,0.14,2,69.34,45.28,0,-0.06
0,33.13,6.77,0,0.83,2,33.13,8.33,0,0.63
0,72.69,92.54,0,0.1,2,72.69,92.64,0,-0.1
0,40.22,85.33,0,0.9,2,40.22,87.03,0,0.7
0,11.13,26.42,0,0.03,2,11.13,26.38,0,-0.17
0,48.99,38.07,0,-0.67,2,48.99,36.63,0,-0.87
0,20.22,21.84,0,-0.81,2,20.22,20.12,0,-1.01
0,44.0,37.8,0,-0.94,2,44.0,35.82,0,-1.14
0,37.81,1.08,0,0.94,2,37.81,2.86,0,0.74
0,27.23,54.65,0,-0.79,2,27.23,52.97,0,-0.99
0,34.77,72.01,0,0.09,2,34.77,72.09,0,-0.11
0,22.03,16.94,0,-0.9,2,22.03,15.04,0,-1.1
0,13.3,92.11,0,0.97,2,13.3,93.95,0,0.77
0,62.13,14.02,0,0.51,2,62.13,14.94,0,0.31
0,7.94,94.7,0,-0.29,2,7.94,94.02,0,-0.49
0,39.63,92.42,0,-0.91,2,39.63,90.5,0,-1.11
0,54.68,23.36,0,-0.5,2,54.68,22.26,0,-0.7
0,91.57,54.3,0,0.33,2,91.57,54.86,0,0.13
0,79.5,16.4,0,-0.79,2,79.5,14.72,0,-0.99
0,73.98,58.27,0,-0.68,2,73.98,56.81,0,-0.88
0,59.17,32.05,0,-0.46,2,59.17,31.03,0,-0.66
0,99.14,0.72,0,-0.56,2,99.14,0.0,0,0.0
0,13.94,90.18,0,-0.06,2,13.94,89.96,0,-0.26
0,70.93,64.27,0,-0.12,2,70.93,63.93,0,-0.32
0,54.8,95.18,0,0.35,2,54.8,95.78,0,0.15
0,86.08,0.37,0,0.04,2,86.08,0.35,0,-0.16
0,0.22,98.36,0,0.61,2,0.22,99.48,0,0.41
0,40.16,86.88,0,-0.83,2,40.16,85.12,0,-1.03
0,17.26,84.91,0,-0.85,2,17.26,83.11,0,-1.05
0,49.01,56.19,0,0.12,2,49.01,56.33,0,-0.08
0,59.79,8.96,0,0.23,2,59.79,9.32,0,0.03
0,76.13,7.84,0,0.4,2,76.13,8.54,0,0.2
0,70.93,77.75,0,-0.4,2,70.93,76.85,0,-0.6
0,99.37,92.04,0,-0.56,2,99.37,90.82,0,-0.76
0,42.53,53.91,0,-0.54,2,42.53,52.73,0,-0.74
0,75.56,8.65,0,-0.61,2,75.56,7.33,0,-0.81
0,70.3,50.28,0,0.84,2,70.3,51.86,0,0.64
0,1.46,27.33,0,0.45,2,1.46,28.13,0,0.25
0,58.56,78.53,0,-0.23,2,58.56,77.97,0,-0.43
0,34.13,95.42,0,0.3,2,34.13,95.92,0,0.1
0,86.33,91.46,0,0.5,2,86.33,92.36,0,0.3
0,5.49,98.51,0,-0.25,2,5.49,97.91,0,-0.45
0,56.96,14.81,0,-0.56,2,56.96,13.59,0,-0.76
0,68.82,93.75,0,0.84,2,68.82,95.33,0,0.64
0,72.3,85.92,0,0.6,2,72.3,87.02,0,0.4
0,64.46,84.1,0,0.32,2,64.46,84.64,0,0.12
0,28.58,20.8,0,0.12,2,28.58,20.94,0,-0.08
0,33.49,89.9,0,-0.24,2,33.49,89.32,0,-0.44
0,22.3,78.37,0,0.05,2,22.3,78.37,0,-0.15
0,40.74,76.33,0,0.83,2,40.74,77.89,0,0.63
0,67.78,21.71,0,-0.86,2,67.78,19.89,0,-1.06
0,7.05,69.56,0,0.34,2,7.05,70.14,0,0.14
0,68.71,13.39,0,-0.65,2,68.71,11.99,0,-0.85
0,53.69,53.53,0,0.52,2,53.69,54.47,0,0.32
0,90.66,35.3,0,-0.52,2,90.66,34.16,0,-0.72
0,10.1,47.2,0,-0.98,2,10.1,45.14,0,-1.18
0,26.55,14.27,0,0.47,2,26.55,15.11,0,0.27
0,48.93,47.96,0,0.31,2,48.93,48.48,0,0.11
0,3.73,17.61,0,0.62,2,3.73,18.75,0,0.42
0,6.29,67.16,0,-0.07,2,6.29,66.92,0,-0.27
0,57.87,97.35,0,0.84,2,57.87,98.93,0,0.64
0,82.23,45.9,0,0.99,2,82.23,47.78,0,0.79
0,52.98,91.59,0,-0.16,2,52.98,91.17,0,-0.36
0,46.32,12.97,0,-0.07,2,46.32,12.73,0,-0.27
0,83.07,24.44,0,-0.49,2,83.07,23.36,0,-0.69
0,85.42,17.07,0,-0.68,2,85.42,15.61,0,-0.88
0,26.32,72.13,0,-0.15,2,26.32,71.73,0,-0.35
0,63.45,12.21,0,-0.82,2,63.45,10.47,0,-1.02
0,78.95,7.15,0,0.05,2,78.95,7.15,0,-0.15
0,84.2,46.04,0,0.22,2,84.2,46.38,0,0.02
0,0.15,63.66,0,-0.58,2,0.15,62.4,0,-0.78
0,30.65,2.92,0,-0.16,2,30.65,2.5,0,-0.36
0,76.47,67.51,0,-0.77,2,76.47,65.87,0,-0.97
0,25.3,11.67,0,-0.73,2,25.3,10.11,0,-0.93
0,64.69,13.96,0,0.04,2,64.69,13.94,0,-0.16
0,56.74,2.57,0,0.94,2,56.74,4.35,0,0.74
0,90.05,72.19,0,0.83,2,90.05,73.75,0,0.63
0,76.72,47.92,0,-0.25,2,76.72,47.32,0,-0.45
0,8.94,22.93,0,-0.3,2,8.94,22.23,0,-0.5
0,46.55,97.89,0,-0.64,2,46.55,96.51,0,-0.84
0,75.12,83.14,0,0.93,2,75.12,84.9,0,0.73
0,24.14,66.1,0,0.8,2,24.14,67.6,0,0.6
0,93.89,56.97,0,0.3,2,93.89,57.47,0,0.1
0,95.63,22.71,0,-0.99,2,95.63,20.63,0,-1.19
0,17.6,18.04,0,0.38,2,17.6,18.7,0,0.18
0,40.53,41.79,0,-0.91,2,40.53,39.87,0,-1.11
0,71.58,26.59,0,-0.99,2,71.58,24.51,0,-1.19
0,3.52,25.42,0,-0.03,2,3.52,25.26,0,-0.23
0,51.41,26.9,0,-0.74,2,51.41,25.32,0,-0.94
0,38.14,68.26,0,-0.16,2,38.14,67.84,0,-0.36
0,6.51,60.79,0,-0.48,2,6.51,59.73,0,-0.68
0,89.09,61.0,0,-0.81,2,89.09,59.28,0,-1.01
0,96.62,65.75,0,-0.86,2,96.62,63.93,0,-1.06
0,6.14,61.39,0,0.11,2,6.14,61.51,0,-0.09
0,64.55,43.51,0,0.31,2,64.55,44.03,0,0.11
0,32.4,68.0,0,-0.8,2,32.4,66.3,0,-1.0
0,4.51,96.54,0,-0.26,2,4.51,95.92,0,-0.46
0,11.95,77.44,0,0.46,2,11.95,78.26,0,0.26
0,36.91,75.23,0,-0.45,2,36.91,74.23,0,-0.65
0,44.13,85.95,0,0.9,2,44.13,87.65,0,0.7
0,1.31,87.76,0,-0.5,2,1.31,86.66,0,-0.7
0,17.01,71.32,0,-0.45,2,17.01,70.32,0,-0.65
0,56.11,85.79,0,-0.98,2,56.11,83.73,0,-1.18
0,28.38,45.58,0,0.4,2,28.38,46.28,0,0.2
0,67.9,99.15,0,0.93,2,67.9,100.91,0,0.73
0,52.35,63.66,0,0.13,2,52.35,63.82,0,-0.07
0,34.69,15.32,0,-0.19,2,34.69,14.84,0,-0.39
0,10.03,47.78,0,0.79,2,10.03,49.26,0,0.59
0,82.6,46.88,0,-0.6,2,82.6,45.58,0,-0.8
0,74.25,29.69,0,-0.22,2,74.25,29.15,0,-0.42
0,93.7,74.51,0,0.18,2,93.7,74.77,0,-0.02
0,67.52,56.58,0,0.85,2,67.52,58.18,0,0.65
0,79.01,28.05,0,-0.2,2,79.01,27.55,0,-0.4
0,42.03,43.32,0,-0.09,2,42.03,43.04,0,-0.29
0,27.01,33.37,0,-0.76,2,27.01,31.75,0,-0.96
0,80.86,37.62,0,0.22,2,80.86,37.96,0,0.02
0,3.44,82.12,0,0.59,2,3.44,83.2,0,0.39
0,94.11,64.17,0,0.67,2,94.11,65.41,0,0.47
0,9.84,70.31,0,-0.15,2,9.84,69.91,0,-0.35
0,35.86,84.11,0,-0.23,2,35.86,83.55,0,-0.43
0,9.69,15.59,0,-0.63,2,9.69,14.23,0,-0.83
0,58.06,87.49,0,-0.84,2,58.06,85.71,0,-1.04
0,59.73,21.25,0,0.14,2,59.73,21.43,0,-0.06
0,57.3,30.44,0,-0.57,2,57.3,29.2,0,-0.77
0,4.03,60.6,0,0.95,2,4.03,62.4,0,0.75
0,80.2,10.36,0,0.2,2,80.2,10.66,0,0.0
0,38.22,70.55,0,0.65,2,38.22,71.75,0,0.45
0,79.2,47.73,0,-0.36,2,79.2,46.91,0,-0.56
0,18.91,0.94,0,-0.9,2,18.91,0.0,0,0.0
0,35.63,92.88,0,0.47,2,35.63,93.72,0,0.27
0,12.09,61.29,0,-0.0,2,12.09,61.19,0,-0.2
0,90.65,29.27,0,0.23,2,90.65,29.63,0,0.03
0,77.13,29.83,0,-0.16,2,77.13,29.41,0,-0.36
0,26.41,5.2,0,-0.3,2,26.41,4.5,0,-0.5
0,14.9,63.47,0,-0.06,2,14.9,63.25,0,-0.26
0,99.68,96.02,0,-0.89,2,99.68,94.14,0,-1.09
0,26.12,28.88,0,0.33,2,26.12,29.44,0,0.13
0,48.52,39.09,0,-0.91,2,48.52,37.17,0,-1.11
0,6.55,71.7,0,0.97,2,6.55,73.54,0,0.77
0,27.56,9.48,0,-0.37,2,27.56,8.64,0,-0.57
0,99.77,8.43,0,0.38,2,99.77,9.09,0,0.18
0,60.42,74.16,0,0.2,2,60.42,74.46,0,0.0
0,34.08,80.31,0,0.38,2,34.08,80.97,0,0.18
0,26.48,41.41,0,-0.36,2,26.48,40.59,0,-0.56
0,70.71,24.86,0,0.5,2,70.71,25.76,0,0.3
0,95.57,69.03,0,-0.03,2,95.57,68.87,0,-0.23
0,10.06,66.62,0,0.92,2,10.06,68.36,0,0.72
0,83.0,44.04,0,0.93,2,83.0,45.8,0,0.73
0,19.18,96.07,0,-0.17,2,19.18,95.63,0,-0.37
0,33.76,34.89,0,-0.91,2,33.76,32.97,0,-1.11
0,72.3,66.79,0,-0.29,2,72.3,66.11,0,-0.49
0,69.25,97.63,0,-0.35,2,69.25,96.83,0,-0.55
0,20.85,3.27,0,-0.31,2,20.85,2.55,0,-0.51
0,56.63,69.86,0,0.68,2,56.63,71.12,0,0.48
0,59.45,43.61,0,-0.72,2,59.45,42.07,0,-0.92
0,60.39,24.04,0,0.5,2,60.39,24.94,0,0.3
0,34.69,37.92,0,0.61,2,34.69,39.04,0,0.41
0,87.91,58.39,0,0.1,2,87.91,58.49,0,-0.1
0,13.04,61.71,0,0.58,2,13.04,62.77,0,0.38
0,10.58,83.01,0,0.92,2,10.58,84.75,0,0.72
0,70.11,73.25,0,-0.71,2,70.11,71.73,0,-0.91
0,47.67,15.87,0,-0.61,2,47.67,14.55,0,-0.81
0,98.19,59.99,0,0.13,2,98.19,60.15,0,-0.07
0,18.94,88.01,0,0.42,2,18.94,88.75,0,0.22
0,74.05,54.53,0,-0.78,2,74.05,52.87,0,-0.98
0,42.48,19.33,0,-0.19,2,42.48,18.85,0,-0.39
0,25.24,18.66,0,0.97,2,25.24,20.5,0,0.77
0,38.92,68.19,0,-0.14,2,38.92,67.81,0,-0.34
0,42.31,96.99,0,-0.92,2,42.31,95.05,0,-1.12
0,45.31,4.97,0,-0.38,2,45.31,4.11,0,-0.58
0,88.67,83.44,0,-0.64,2,88.67,82.06,0,-0.84
0,32.71,56.61,0,-0.17,2,32.71,56.17,0,-0.37
0,79.5,85.69,0,-0.27,2,79.5,85.05,0,-0.47
0,46.31,13.4,0,0.31,2,46.31,13.92,0,0.11
0,65.01,8.16,0,-0.94,2,65.01,6.18,0,-1.14
0,82.1,7.55,0,0.9,2,82.1,9.25,0,0.7
0,58.14,72.67,0,-0.77,2,58.14,71.03,0,-0.97
0,51.13,66.05,0,0.17,2,51.13,66.29,0,-0.03
0,33.51,89.26,0,-0.12,2,33.51,88.92,0,-0.32
0,33.06,40.73,0,-0.92,2,33.06,38.79,0,-1.12
0,17.3,61.95,0,-0.95,2,17.3,59.95,0,-1.15
0,84.85,71.25,0,0.73,2,84.85,72.61,0,0.53
0,69.78,87.24,0,-0.61,2,69.78,85.92,0,-0.81
0,91.7,20.24,0,-0.66,2,91.7,18.82,0,-0.86
0,32.93,50.78,0,-0.33,2,32.93,50.02,0,-0.53
0,22.88,17.91,0,0.68,2,22.88,19.17,0,0.48
0,89.75,73.98,0,-0.99,2,89.75,71.9,0,-1.19
0,65.13,63.78,0,0.12,2,65.13,63.92,0,-0.08
0,63.57,73.98,0,0.01,2,63.57,73.9,0,-0.19
0,19.09,56.84,0,0.89,2,19.09,58.52,0,0.69
0,89.98,24.16,0,0.15,2,89.98,24.36,0,-0.05
0,67.75,0.19,0,0.22,2,67.75,0.53,0,0.02
0,80.94,74.06,0,0.42,2,80.94,74.8,0,0.22
0,93.78,42.39,0,-0.96,2,93.78,40.37,0,-1.16
0,20.39,35.78,0,0.72,2,20.39,37.12,0,0.52
0,93.65,70.7,0,-0.75,2,93.65,69.1,0,-0.95
0,59.84,33.37,0,-0.84,2,59.84,31.59,0,-1.04
0,79.58,51.71,0,-0.33,2,79.58,50.95,0,-0.53
0,23.17,17.69,0,-0.85,2,23.17,15.89,0,-1.05
0,80.22,31.11,0,0.62,2,80.22,32.25,0,0.42
0,11.44,36.71,0,-0.13,2,11.44,36.35,0,-0.33
0,81.46,29.49,0,0.64,2,81.46,30.67,0,0.44
0,58.96,70.69,0,0.93,2,58.96,72.45,0,0.73
0,42.5,48.71,0,-0.82,2,42.5,46.97,0,-1.02
0,57.54,52.98,0,-0.25,2,57.54,52.38,0,-0.45
0,76.83,34.49,0,-0.91,2,76.83,32.57,0,-1.11
0,21.15,60.18,0,-0.02,2,21.15,60.04,0,-0.22
0,13.42,43.48,0,0.59,2,13.42,44.56,0,0.39
0,26.51,7.12,0,0.38,2,26.51,7.78,0,0.18
0,27.04,77.5,0,-0.11,2,27.04,77.18,0,-0.31
0,91.89,28.51,0,0.33,2,91.89,29.07,0,0.13
0,6.24,25.53,0,-0.27,2,6.24,24.89,0,-0.47
0,38.77,46.41,0,-0.06,2,38.77,46.19,0,-0.26
0,49.2,40.84,0,0.45,2,49.2,41.64,0,0.25
0,3.13,0.86,0,0.71,2,3.13,2.18,0,0.51
0,79.62,22.32,0,-0.02,2,79.62,22.18,0,-0.22
0,82.02,57.07,0,-0.09,2,82.02,56.79,0,-0.29
0,70.08,98.03,0,-0.75,2,70.08,96.43,0,-0.95
0,90.26,83.43,0,-0.85,2,90.26,81.63,0,-1.05
0,41.5,54.48,0,0.35,2,41.5,55.08,0,0.15
0,72.55,87.14,0,0.31,2,72.55,87.66,0,0.11
0,48.73,61.07,0,-0.24,2,48.73,60.49,0,-0.44
0,51.13,90.84,0,-0.84,2,51.13,89.06,0,-1.04
0,73.62,85.39,0,-0.66,2,73.62,83.97,0,-0.86
0,13.15,3.07,0,0.32,2,13.15,3.61,0,0.12
0,91.26,50.39,0,-0.36,2,91.26,49.57,0,-0.56
0,28.72,33.16,0,0.52,2,28.72,34.1,0,0.32
0,51.32,53.37,0,0.86,2,51.32,54.99,0,0.66
0,97.31,5.59,0,-0.92,2,97.31,3.65,0,-1.12
0,64.4,70.55,0,0.42,2,64.4,71.29,0,0.22
0,64.03,60.84,0,-0.68,2,64.03,59.38,0,-0.88
0,28.65,53.01,0,0.3,2,28.65,53.51,0,0.1
0,20.65,90.92,0,-0.17,2,20.65,90.48,0,-0.37
0,93.32,56.28,0,-0.52,2,93.32,55.14,0,-0.72
0,6.08,21.21,0,0.59,2,6.08,22.29,0,0.39
0,46.88,95.85,0,0.31,2,46.88,96.37,0,0.11
0,43.14,49.94,0,0.17,2,43.14,50.18,0,-0.03
0,29.93,51.15,0,0.3,2,29.93,51.65,0,0.1
0,76.13,68.0,0,0.3,2,76.13,68.5,0,0.1
0,98.75,30.47,0,0.74,2,98.75,31.85,0,0.54
0,56.79,72.9,0,0.52,2,56.79,73.84,0,0.32
0,96.51,73.29,0,-0.64,2,96.51,71.91,0,-0.84
0,33.97,36.77,0,0.61,2,33.97,37.89,0,0.41
0,27.71,5.27,0,0.45,2,27.71,6.07,0,0.25
0,85.75,20.72,0,0.98,2,85.75,22.58,0,0.78
0,51.18,75.24,0,0.73,2,51.18,76.6,0,0.53
0,7.12,79.93,0,-0.1,2,7.12,79.63,0,-0.3
0,65.28,69.88,0,-0.8,2,65.28,68.18,0,-1.0
0,61.34,30.5,0,-0.83,2,61.34,28.74,0,-1.03
0,33.06,55.78,0,0.96,2,33.06,57.6,0,0.76
0,77.44,39.1,0,-0.34,2,77.44,38.32,0,-0.54
0,40.72,1.25,0,-0.68,2,40.72,0.0,0,0.0
0,83.28,91.88,0,-0.09,2,83.28,91.6,0,-0.29
0,45.32,49.48,0,0.49,2,45.32,50.36,0,0.29
0,33.33,59.11,0,-0.54,2,33.33,57.93,0,-0.74
0,89.66,65.8,0,0.96,2,89.66,67.62,0,0.76
0,92.09,90.41,0,0.36,2,92.09,91.03,0,0.16
0,23.78,68.17,0,0.75,2,23.78,69.57,0,0.55
0,23.27,92.05,0,-0.08,2,23.27,91.79,0,-0.28
0,83.02,41.53,0,0.46,2,83.02,42.35,0,0.26
0,18.8,74.15,0,0.92,2,18.8,75.89,0,0.72
0,80.01,29.8,0,-0.39,2,80.01,28.92,0,-0.59
0,65.03,3.15,0,-0.81,2,65.03,1.43,0,-1.01
0,23.74,0.86,0,-0.13,2,23.74,0.5,0,-0.33
0,92.04,26.36,0,-0.11,2,92.04,26.04,0,-0.31
0,73.72,44.53,0,0.09,2,73.72,44.61,0,-0.11
0,0.76,31.66,0,0.24,2,0.76,32.04,0,0.04
0,14.81,7.96,0,0.6,2,14.81,9.06,0,0.4
0,63.22,3.02,0,-0.21,2,63.22,2.5,0,-0.41
0,83.55,36.45,0,0.63,2,83.55,37.61,0,0.43
