t_0,x_0,y_0,dx_0,dy_0,t_1,x_1,y_1,dx_1,dy_1
0,35.34,12.35,0,0.58,6,35.34,14.33,0,-0.02
0,69.14,4.42,0,-0.75,1,69.14,3.67,0,-0.85
0,44.22,91.45,0,0.61,5,44.22,93.5,0,0.11
0,88.9,77.21,0,-0.48,1,88.9,76.73,0,-0.58
0,45.27,76.48,0,-0.74,5,45.27,71.78,0,-1.24
0,89.02,34.55,0,-0.29,1,89.02,34.26,0,-0.39
0,93.95,74.4,0,0.02,6,93.95,73.02,0,-0.58
0,6.23,56.64,0,-0.64,2,6.23,55.26,0,-0.84
0,24.76,11.31,0,0.16,3,24.76,11.49,0,-0.14
0,42.29,84.14,0,-0.85,6,42.29,77.54,0,-1.45
0,72.54,58.96,0,0.06,3,72.54,58.84,0,-0.24
0,87.42,56.19,0,-0.99,6,87.42,48.75,0,-1.59
0,22.23,12.45,0,0.52,4,22.23,13.93,0,0.12
0,55.81,46.91,0,0.51,6,55.81,48.47,0,-0.09
0,59.21,9.07,0,0.89,1,59.21,9.96,0,0.79
0,62.59,74.14,0,0.76,5,62.59,76.94,0,0.26
0,13.77,30.26,0,0.34,6,13.77,30.8,0,-0.26
0,26.95,93.06,0,0.59,5,26.95,95.01,0,0.09
0,38.88,28.94,0,-0.68,5,38.88,24.54,0,-1.18
0,50.8,81.28,0,0.6,2,50.8,82.38,0,0.4
0,73.42,36.3,0,0.26,2,73.42,36.72,0,0.06
0,49.09,81.74,0,-0.47,3,49.09,80.03,0,-0.77
0,44.09,98.65,0,0.66,1,44.09,99.31,0,0.56
0,73.6,83.58,0,0.43,2,73.6,84.34,0,0.23
0,81.16,14.44,0,-0.76,5,81.16,9.64,0,-1.26
0,86.54,3.71,0,-0.31,2,86.54,2.99,0,-0.51
0,81.62,33.52,0,0.61,3,81.62,35.05,0,0.31
0,77.6,54.43,0,0.08,6,77.6,53.41,0,-0.52
0,41.34,80.26,0,0.67,6,41.34,82.78,0,0.07
0,65.05,96.15,0,0.51,2,65.05,97.07,0,0.31
0,48.12,19.8,0,-0.93,2,48.12,17.84,0,-1.13
0,47.19,29.59,0,-0.21,2,47.19,29.07,0,-0.41
0,47.69,13.36,0,-0.37,1,47.69,12.99,0,-0.47
0,66.55,10.68,0,0.73,5,66.55,13.33,0,0.23
0,27.12,56.44,0,0.76,4,27.12,58.88,0,0.36
0,59.1,52.75,0,-0.37,6,59.1,49.03,0,-0.97
0,78.38,82.78,0,-0.97,4,78.38,78.3,0,-1.37
0,71.07,6.6,0,0.47,3,71.07,7.71,0,0.17
0,25.15,24.96,0,-0.19,1,25.15,24.77,0,-0.29
0,50.25,35.73,0,0.35,2,50.25,36.33,0,0.15
0,24.14,95.44,0,-0.59,6,24.14,90.4,0,-1.19
0,81.48,14.72,0,-0.34,6,81.48,11.18,0,-0.94
0,16.86,64.6,0,0.78,3,16.86,66.64,0,0.48
0,58.82,69.93,0,-0.07,2,58.82,69.69,0,-0.27
0,29.84,92.35,0,0.29,3,29.84,92.92,0,-0.01
0,1.85,5.27,0,0.47,3,1.85,6.38,0,0.17
0,68.03,21.84,0,0.0,5,68.03,20.84,0,-0.5
0,64.45,33.5,0,-0.1,3,64.45,32.9,0,-0.4
0,58.4,39.63,0,0.1,5,58.4,39.13,0,-0.4
0,8.45,35.46,0,-0.78,1,8.45,34.68,0,-0.88
0,9.09,92.69,0,0.7,5,9.09,95.19,0,0.2
0,2.98,51.9,0,0.68,6,2.98,54.48,0,0.08
0,81.74,32.33,0,0.64,5,81.74,34.53,0,0.14
0,36.9,1.59,0,-0.43,2,36.9,0.63,0,-0.63
0,23.0,21.28,0,0.49,1,23.0,21.77,0,0.39
0,47.12,72.87,0,-0.71,2,47.12,71.35,0,-0.91
0,61.12,72.27,0,-0.91,2,61.12,70.35,0,-1.11
0,83.49,28.03,0,-0.25,1,83.49,27.78,0,-0.35
0,23.33,20.55,0,-0.39,4,23.33,18.39,0,-0.79
0,86.18,41.23,0,0.58,2,86.18,42.29,0,0.38
0,69.1,63.86,0,-0.67,1,69.1,63.19,0,-0.77
0,98.19,22.41,0,0.77,5,98.19,25.26,0,0.27
0,22.78,91.62,0,0.39,5,22.78,92.57,0,-0.11
0,99.21,32.95,0,0.04,4,99.21,32.51,0,-0.36
0,81.53,66.88,0,0.88,5,81.53,70.28,0,0.38
0,29.58,9.15,0,0.51,6,29.58,10.71,0,-0.09
0,82.63,54.8,0,0.93,5,82.63,58.45,0,0.43
0,67.0,56.49,0,-0.33,5,67.0,53.84,0,-0.83
0,9.28,45.26,0,0.84,6,9.28,48.8,0,0.24
0,80.83,51.93,0,0.84,4,80.83,54.69,0,0.44
0,31.57,52.41,0,-0.03,3,31.57,52.02,0,-0.33
0,55.19,60.84,0,0.91,1,55.19,61.75,0,0.81
0,72.23,27.32,0,0.4,3,72.23,28.22,0,0.1
0,26.1,67.6,0,0.26,6,26.1,67.66,0,-0.34
0,8.71,7.69,0,0.52,2,8.71,8.63,0,0.32
0,30.93,3.85,0,0.23,5,30.93,4.0,0,-0.27
0,6.86,87.68,0,0.46,2,6.86,88.5,0,0.26
0,28.39,41.36,0,0.34,4,28.39,42.12,0,-0.06
0,72.48,38.13,0,0.81,4,72.48,40.77,0,0.41
0,32.17,86.72,0,0.63,3,32.17,88.31,0,0.33
0,99.22,42.8,0,0.14,3,99.22,42.92,0,-0.16
0,48.9,2.47,0,0.19,5,48.9,2.42,0,-0.31
0,14.31,75.27,0,-0.84,6,14.31,68.73,0,-1.44
0,68.4,65.56,0,0.85,3,68.4,67.81,0,0.55
0,85.81,28.1,0,0.16,1,85.81,28.26,0,0.06
0,63.66,14.84,0,-0.96,1,63.66,13.88,0,-1.06
0,28.57,41.74,0,-0.97,2,28.57,39.7,0,-1.17
0,16.47,58.47,0,0.55,3,16.47,59.82,0,0.25
0,44.42,60.55,0,-0.35,4,44.42,58.55,0,-0.75
0,65.1,5.49,0,-0.83,2,65.1,3.73,0,-1.03
0,14.14,99.86,0,-0.53,6,14.14,95.18,0,-1.13
0,44.4,57.72,0,-0.46,4,44.4,55.28,0,-0.86
0,0.4,24.95,0,0.04,5,0.4,24.15,0,-0.46
0,7.27,34.55,0,0.01,5,7.27,33.6,0,-0.49
0,42.95,14.32,0,0.36,5,42.95,15.12,0,-0.14
0,31.56,6.96,0,-0.07,6,31.56,5.04,0,-0.67
0,32.59,28.89,0,-0.72,3,32.59,26.43,0,-1.02
0,40.35,44.4,0,0.84,1,40.35,45.24,0,0.74
0,32.74,63.41,0,0.15,2,32.74,63.61,0,-0.05
0,34.47,72.69,0,-0.1,1,34.47,72.59,0,-0.2
0,98.77,64.19,0,0.47,3,98.77,65.3,0,0.17
0,4.0,47.61,0,-0.63,3,4.0,45.42,0,-0.93
0,58.38,48.2,0,0.68,5,58.38,50.6,0,0.18
0,50.33,38.84,0,-0.83,5,50.33,33.69,0,-1.33
0,37.01,69.94,0,-0.28,6,37.01,66.76,0,-0.88
0,53.83,82.4,0,-0.51,3,53.83,80.57,0,-0.81
0,29.06,3.17,0,0.72,4,29.06,5.45,0,0.32
0,83.65,0.4,0,0.13,6,83.65,0.0,0,0.0
0,10.11,20.86,0,0.03,6,10.11,19.54,0,-0.57
0,26.53,32.31,0,-0.84,6,26.53,25.77,0,-1.44
0,7.68,79.11,0,0.11,2,7.68,79.23,0,-0.09
0,79.47,63.46,0,0.48,6,79.47,64.84,0,-0.12
0,86.8,87.6,0,0.24,2,86.8,87.98,0,0.04
0,29.19,22.39,0,0.63,2,29.19,23.55,0,0.43
0,1.74,4.87,0,0.34,4,1.74,5.63,0,-0.06
0,33.84,38.68,0,0.18,3,33.84,38.92,0,-0.12
0,35.72,96.18,0,0.69,1,35.72,96.87,0,0.59
0,90.27,79.45,0,-0.42,6,90.27,75.43,0,-1.02
0,77.76,18.05,0,0.45,3,77.76,19.1,0,0.15
0,78.97,26.91,0,-0.09,3,78.97,26.34,0,-0.39
0,84.63,0.59,0,-0.99,1,84.63,0.0,0,0.0
0,52.55,63.68,0,-0.19,3,52.55,62.81,0,-0.49
0,33.93,80.53,0,0.8,1,33.93,81.33,0,0.7
0,60.79,93.51,0,-0.36,2,60.79,92.69,0,-0.56
0,81.25,50.78,0,0.08,4,81.25,50.5,0,-0.32
0,95.11,30.02,0,0.76,6,95.11,33.08,0,0.16
0,91.87,72.04,0,-0.88,3,91.87,69.1,0,-1.18
0,70.49,30.08,0,-0.27,1,70.49,29.81,0,-0.37
0,69.2,0.32,0,-0.52,1,69.2,0.0,0,0.0
0,74.73,78.06,0,0.44,5,74.73,79.26,0,-0.06
0,85.38,24.38,0,0.62,5,85.38,26.48,0,0.12
0,94.7,14.68,0,-0.83,2,94.7,12.92,0,-1.03
0,71.96,7.67,0,0.99,2,71.96,9.55,0,0.79
0,23.41,33.7,0,0.32,4,23.41,34.38,0,-0.08
0,34.57,77.46,0,-0.21,2,34.57,76.94,0,-0.41
0,3.04,59.03,0,0.83,2,3.04,60.59,0,0.63
0,39.61,14.47,0,0.83,1,39.61,15.3,0,0.73
0,10.36,89.88,0,-0.61,6,10.36,84.72,0,-1.21
0,47.76,17.74,0,-0.29,2,47.76,17.06,0,-0.49
0,69.56,83.88,0,0.47,5,69.56,85.23,0,-0.03
0,26.21,27.4,0,0.03,2,26.21,27.36,0,-0.17
0,68.4,91.65,0,-0.52,1,68.4,91.13,0,-0.62
0,31.56,57.49,0,0.02,1,31.56,57.51,0,-0.08
0,99.27,33.13,0,-0.87,1,99.27,32.26,0,-0.97
0,96.25,26.57,0,0.26,1,96.25,26.83,0,0.16
0,16.51,36.62,0,-0.14,4,16.51,35.46,0,-0.54
0,33.36,37.99,0,-0.83,3,33.36,35.2,0,-1.13
0,25.51,13.76,0,-0.24,3,25.51,12.74,0,-0.54
0,94.07,15.79,0,0.09,2,94.07,15.87,0,-0.11
0,5.03,11.13,0,0.79,5,5.03,14.08,0,0.29
0,15.81,75.98,0,-0.9,1,15.81,75.08,0,-1.0
0,69.9,79.06,0,-0.62,6,69.9,73.84,0,-1.22
0,30.09,85.42,0,0.3,5,30.09,85.92,0,-0.2
0,55.48,75.07,0,-0.06,1,55.48,75.01,0,-0.16
0,33.27,23.29,0,0.57,5,33.27,25.14,0,0.07
0,53.22,71.37,0,-0.81,1,53.22,70.56,0,-0.91
0,74.99,53.77,0,0.96,5,74.99,57.57,0,0.46
0,34.34,62.7,0,-0.8,4,34.34,58.9,0,-1.2
0,77.58,92.58,0,0.27,4,77.58,93.06,0,-0.13
0,73.0,82.13,0,0.28,1,73.0,82.41,0,0.18
0,36.36,84.65,0,-0.67,6,36.36,79.13,0,-1.27
0,20.17,45.85,0,0.22,1,20.17,46.07,0,0.12
0,72.04,7.24,0,0.52,4,72.04,8.72,0,0.12
0,21.14,72.23,0,0.35,4,21.14,73.03,0,-0.05
0,71.73,87.7,0,-0.14,6,71.73,85.36,0,-0.74
0,86.61,84.9,0,-0.78,2,86.61,83.24,0,-0.98
0,11.82,77.76,0,0.4,3,11.82,78.66,0,0.1
0,7.11,68.12,0,0.22,1,7.11,68.34,0,0.12
0,48.41,52.8,0,0.31,1,48.41,53.11,0,0.21
0,51.74,80.8,0,0.42,6,51.74,81.82,0,-0.18
0,65.95,85.62,0,-0.34,4,65.95,83.66,0,-0.74
0,63.7,45.0,0,0.32,1,63.7,45.32,0,0.22
0,49.99,93.73,0,0.27,6,49.99,93.85,0,-0.33
0,59.13,88.2,0,-0.27,4,59.13,86.52,0,-0.67
0,52.35,94.34,0,0.23,6,52.35,94.22,0,-0.37
0,82.9,14.07,0,-0.98,4,82.9,9.55,0,-1.38
0,41.31,10.31,0,0.93,2,41.31,12.07,0,0.73
0,83.58,57.36,0,0.93,6,83.58,61.44,0,0.33
0,95.94,29.46,0,-0.52,2,95.94,28.32,0,-0.72
0,16.24,59.08,0,0.23,4,16.24,59.4,0,-0.17
0,60.28,31.04,0,0.82,6,60.28,34.46,0,0.22
0,92.59,61.69,0,-0.23,5,92.59,59.54,0,-0.73
0,39.15,99.44,0,0.44,5,39.15,100.64,0,-0.06
0,11.19,85.77,0,-0.08,4,11.19,84.85,0,-0.48
0,63.16,83.96,0,0.29,4,63.16,84.52,0,-0.11
0,92.41,4.48,0,-0.07,1,92.41,4.41,0,-0.17
0,92.23,33.04,0,0.26,1,92.23,33.3,0,0.16
0,65.51,42.77,0,0.78,1,65.51,43.55,0,0.68
0,62.06,97.71,0,-0.92,6,62.06,90.69,0,-1.52
0,72.03,81.97,0,0.78,5,72.03,84.87,0,0.28
0,65.29,58.88,0,-0.54,1,65.29,58.34,0,-0.64
0,90.78,17.83,0,-0.69,4,90.78,14.47,0,-1.09
0,48.15,55.96,0,-0.23,2,48.15,55.4,0,-0.43
0,71.43,43.5,0,0.75,6,71.43,46.5,0,0.15
0,22.8,53.74,0,-0.07,3,22.8,53.23,0,-0.37
0,57.75,62.78,0,-0.75,5,57.75,58.03,0,-1.25
0,66.69,2.92,0,-0.33,3,66.69,1.63,0,-0.63
0,42.42,44.99,0,-0.67,6,42.42,39.47,0,-1.27
0,42.47,36.2,0,-0.86,1,42.47,35.34,0,-0.96
0,93.53,3.24,0,-0.19,6,93.53,0.6,0,-0.79
0,39.8,14.02,0,-0.62,3,39.8,11.86,0,-0.92
0,50.26,21.92,0,-0.05,3,50.26,21.47,0,-0.35
0,39.11,21.57,0,-0.88,2,39.11,19.71,0,-1.08
0,72.3,31.29,0,0.83,5,72.3,34.44,0,0.33
0,50.51,57.89,0,-0.85,5,50.51,52.64,0,-1.35
0,22.32,94.89,0,-0.75,6,22.32,88.89,0,-1.35
0,53.75,77.66,0,0.36,3,53.75,78.44,0,0.06
0,42.57,78.01,0,-0.51,4,42.57,75.37,0,-0.91
0,4.88,34.13,0,0.51,1,4.88,34.64,0,0.41
0,36.84,18.69,0,0.03,4,36.84,18.21,0,-0.37
0,38.58,64.26,0,0.6,4,38.58,66.06,0,0.2
0,7.51,70.24,0,-0.14,5,7.51,68.54,0,-0.64
0,41.31,36.47,0,0.33,1,41.31,36.8,0,0.23
0,65.75,52.24,0,0.9,2,65.75,53.94,0,0.7
0,88.63,26.7,0,0.0,2,88.63,26.6,0,-0.2
0,43.8,22.12,0,-0.74,3,43.8,19.6,0,-1.04
0,28.27,95.74,0,0.62,2,28.27,96.88,0,0.42
0,72.09,42.68,0,0.19,1,72.09,42.87,0,0.09
0,25.09,9.68,0,0.11,6,25.09,8.84,0,-0.49
0,36.55,11.66,0,0.68,4,36.55,13.78,0,0.28
0,96.88,13.94,0,0.53,4,96.88,15.46,0,0.13
0,12.26,73.7,0,-0.73,5,12.26,69.05,0,-1.23
0,24.44,32.41,0,-0.61,5,24.44,28.36,0,-1.11
0,38.95,13.11,0,-0.63,3,38.95,10.92,0,-0.93
0,37.81,20.68,0,-0.38,4,37.81,18.56,0,-0.78
0,56.48,30.91,0,0.29,1,56.48,31.2,0,0.19
0,96.12,29.23,0,-0.83,1,96.12,28.4,0,-0.93
0,33.36,12.35,0,-0.15,5,33.36,10.6,0,-0.65
0,18.58,47.31,0,0.13,3,18.58,47.4,0,-0.17
0,68.0,72.09,0,0.9,2,68.0,73.79,0,0.7
0,2.88,8.77,0,0.01,5,2.88,7.82,0,-0.49
0,43.99,12.99,0,-0.76,2,43.99,11.37,0,-0.96
0,98.93,9.11,0,0.94,2,98.93,10.89,0,0.74
0,10.73,0.34,0,0.17,6,10.73,0.0,0,0.0
0,1.32,32.97,0,-0.13,3,1.32,32.28,0,-0.43
0,82.31,81.24,0,-0.87,5,82.31,75.89,0,-1.37
0,63.45,95.38,0,-0.91,5,63.45,89.83,0,-1.41
0,59.54,84.94,0,0.42,2,59.54,85.68,0,0.22
0,10.46,20.43,0,-0.37,5,10.46,17.58,0,-0.87
0,60.17,89.91,0,-0.16,3,60.17,89.13,0,-0.46
0,34.59,33.04,0,-0.1,3,34.59,32.44,0,-0.4
0,85.67,4.71,0,0.5,2,85.67,5.61,0,0.3
0,84.57,57.74,0,-0.16,3,84.57,56.96,0,-0.46
0,59.64,93.62,0,-0.71,1,59.64,92.91,0,-0.81
0,33.49,36.25,0,-0.77,4,33.49,32.57,0,-1.17
0,61.37,76.82,0,-0.2,2,61.37,76.32,0,-0.4
0,87.57,86.16,0,-0.82,5,87.57,81.06,0,-1.32
0,60.44,86.13,0,-0.24,1,60.44,85.89,0,-0.34
0,16.6,74.24,0,-0.92,4,16.6,69.96,0,-1.32
0,82.92,59.54,0,0.55,6,82.92,61.34,0,-0.05
0,29.54,69.88,0,-0.8,6,29.54,63.58,0,-1.4
0,11.39,8.86,0,0.61,4,11.39,10.7,0,0.21
0,62.04,90.46,0,0.56,6,62.04,92.32,0,-0.04
0,59.58,43.15,0,-0.55,6,59.58,38.35,0,-1.15
0,19.72,9.87,0,0.71,6,19.72,12.63,0,0.11
0,39.33,53.62,0,0.54,5,39.33,55.32,0,0.04
0,82.35,5.0,0,0.57,3,82.35,6.41,0,0.27
0,95.03,38.74,0,0.57,4,95.03,40.42,0,0.17
0,74.63,78.31,0,0.74,6,74.63,81.25,0,0.14
0,74.53,81.35,0,-0.69,6,74.53,75.71,0,-1.29
0,16.65,39.59,0,0.46,1,16.65,40.05,0,0.36
0,34.15,29.11,0,-0.5,2,34.15,28.01,0,-0.7
0,48.67,30.58,0,0.77,1,48.67,31.35,0,0.67
0,87.56,62.68,0,-0.01,1,87.56,62.67,0,-0.11
0,73.36,96.52,0,-0.78,2,73.36,94.86,0,-0.98
0,90.23,82.45,0,-0.65,4,90.23,79.25,0,-1.05
0,52.63,9.73,0,-0.24,4,52.63,8.17,0,-0.64
0,62.19,50.94,0,-0.53,6,62.19,46.26,0,-1.13
0,91.72,37.45,0,0.64,1,91.72,38.09,0,0.54
0,20.29,2.95,0,0.46,3,20.29,4.03,0,0.16
0,69.54,78.01,0,0.06,4,69.54,77.65,0,-0.34
0,29.73,27.82,0,-0.97,2,29.73,25.78,0,-1.17
0,15.62,40.08,0,-0.49,6,15.62,35.64,0,-1.09
0,18.85,91.73,0,-0.9,1,18.85,90.83,0,-1.0
0,86.93,54.41,0,-0.59,6,86.93,49.37,0,-1.19
0,79.68,81.27,0,-0.89,1,79.68,80.38,0,-0.99
0,88.38,3.64,0,0.04,5,88.38,2.84,0,-0.46
0,88.46,73.55,0,0.0,3,88.46,73.25,0,-0.3
0,42.08,91.27,0,0.13,2,42.08,91.43,0,-0.07
0,45.65,4.79,0,-0.89,1,45.65,3.9,0,-0.99
0,9.16,81.42,0,0.8,4,9.16,84.02,0,0.4
0,30.67,61.58,0,0.14,6,30.67,60.92,0,-0.46
0,98.68,24.0,0,0.96,3,98.68,26.58,0,0.66
0,76.86,89.69,0,-0.47,1,76.86,89.22,0,-0.57
0,82.18,5.75,0,0.15,3,82.18,5.9,0,-0.15
0,59.5,79.73,0,0.06,5,59.5,79.03,0,-0.44
0,41.93,18.38,0,-0.74,2,41.93,16.8,0,-0.94
0,86.13,16.29,0,-0.33,6,86.13,12.81,0,-0.93
0,94.96,0.01,0,-0.99,1,94.96,0.0,0,0.0
0,34.75,39.87,0,-0.76,3,34.75,37.29,0,-1.06
0,9.99,62.67,0,0.27,4,9.99,63.15,0,-0.13
0,99.43,11.9,0,-0.77,1,99.43,11.13,0,-0.87
0,82.17,8.56,0,0.6,5,82.17,10.56,0,0.1
0,26.34,96.27,0,-0.58,1,26.34,95.69,0,-0.68
0,41.32,85.78,0,-0.23,6,41.32,82.9,0,-0.83
0,74.75,66.66,0,-0.81,5,74.75,61.61,0,-1.31
0,83.57,2.8,0,0.52,3,83.57,4.06,0,0.22
0,5.86,55.65,0,0.63,3,5.86,57.24,0,0.33
0,14.61,66.12,0,-0.56,1,14.61,65.56,0,-0.66
0,59.15,17.01,0,0.84,3,59.15,19.23,0,0.54
0,51.43,24.14,0,-0.36,5,51.43,21.34,0,-0.86
0,48.6,61.81,0,-0.22,4,48.6,60.33,0,-0.62
0,46.59,34.69,0,-0.93,1,46.59,33.76,0,-1.03
0,81.66,28.03,0,-0.7,6,81.66,22.33,0,-1.3
0,37.21,45.59,0,-0.52,1,37.21,45.07,0,-0.62
0,65.54,93.4,0,0.67,3,65.54,95.11,0,0.37
0,3.04,8.06,0,0.19,4,3.04,8.22,0,-0.21
0,50.26,81.38,0,0.53,1,50.26,81.91,0,0.43
0,0.5,32.0,0,-0.43,2,0.5,31.04,0,-0.63
0,7.17,38.91,0,0.73,6,7.17,41.79,0,0.13
0,75.17,62.82,0,-0.88,6,75.17,56.04,0,-1.48
0,26.29,3.84,0,-0.12,6,26.29,1.62,0,-0.72
0,94.43,92.67,0,-0.71,6,94.43,86.91,0,-1.31
0,59.57,87.67,0,-0.73,2,59.57,86.11,0,-0.93
0,81.45,10.22,0,-0.08,6,81.45,8.24,0,-0.68
0,60.15,92.19,0,0.23,5,60.15,92.34,0,-0.27
0,3.86,18.9,0,0.12,5,3.86,18.5,0,-0.38
0,44.97,56.24,0,0.36,2,44.97,56.86,0,0.16
0,26.96,57.51,0,0.68,5,26.96,59.91,0,0.18
0,11.73,16.44,0,-0.44,3,11.73,14.82,0,-0.74
0,8.71,33.14,0,0.65,1,8.71,33.79,0,0.55
0,5.37,20.65,0,0.31,2,5.37,21.17,0,0.11
0,37.1,79.52,0,0.68,4,37.1,81.64,0,0.28
0,7.77,72.5,0,0.13,4,7.77,72.42,0,-0.27
0,83.03,20.44,0,-0.58,1,83.03,19.86,0,-0.68
0,16.52,59.06,0,0.5,4,16.52,60.46,0,0.1
0,20.35,1.17,0,0.41,2,20.35,1.89,0,0.21
0,96.66,62.27,0,0.79,6,96.66,65.51,0,0.19
0,35.71,72.0,0,0.8,2,35.71,73.5,0,0.6
0,62.25,30.49,0,0.86,3,62.25,32.77,0,0.56
0,92.08,0.62,0,-0.62,1,92.08,0.0,0,0.0
0,96.83,84.75,0,0.41,5,96.83,85.8,0,-0.09
0,49.47,14.07,0,-0.99,6,49.47,6.63,0,-1.59
0,29.55,97.21,0,-0.54,6,29.55,92.47,0,-1.14
0,91.45,12.58,0,0.61,5,91.45,14.63,0,0.11
0,17.34,45.02,0,0.56,1,17.34,45.58,0,0.46
0,27.19,47.54,0,0.51,5,27.19,49.09,0,0.01
0,13.05,44.4,0,-0.3,4,13.05,42.6,0,-0.7
0,32.08,18.6,0,0.39,1,32.08,18.99,0,0.29
0,44.41,66.63,0,-0.85,1,44.41,65.78,0,-0.95
0,75.66,16.48,0,-0.03,3,75.66,16.09,0,-0.33
