t_0,x_0,y_0,dx_0,dy_0,t_1,x_1,y_1,dx_1,dy_1
0,12.35,50.89,0,-0.27,3,12.35,49.78,0,-0.57
0,40.33,5.41,0,0.93,3,40.33,7.9,0,0.63
0,90.82,66.32,0,-0.5,6,90.82,61.82,0,-1.1
0,70.54,61.61,0,-0.48,3,70.54,59.87,0,-0.78
0,96.6,56.84,0,-0.34,4,96.6,54.88,0,-0.74
0,66.96,19.09,0,0.2,2,66.96,19.39,0,0.0
0,32.23,41.88,0,0.45,3,32.23,42.93,0,0.15
0,43.73,86.32,0,-0.76,2,43.73,84.7,0,-0.96
0,29.59,47.26,0,0.25,3,29.59,47.71,0,-0.05
0,11.13,77.39,0,-0.52,2,11.13,76.25,0,-0.72
0,59.99,42.76,0,-0.99,4,59.99,38.2,0,-1.39
0,47.69,54.89,0,0.17,5,47.69,54.74,0,-0.33
0,44.8,89.39,0,0.5,6,44.8,90.89,0,-0.1
0,74.11,8.42,0,0.55,6,74.11,10.22,0,-0.05
0,50.77,4.94,0,0.64,4,50.77,6.9,0,0.24
0,98.68,17.76,0,-0.24,3,98.68,16.74,0,-0.54
0,34.91,79.12,0,-0.06,5,34.91,77.82,0,-0.56
0,89.08,25.01,0,-0.76,6,89.08,18.95,0,-1.36
0,11.09,67.8,0,-0.84,1,11.09,66.96,0,-0.94
0,95.86,12.66,0,-0.39,4,95.86,10.5,0,-0.79
0,63.64,11.19,0,-0.31,4,63.64,9.35,0,-0.71
0,66.46,64.14,0,-0.08,4,66.46,63.22,0,-0.48
0,4.71,13.25,0,-0.21,6,4.71,10.49,0,-0.81
0,24.28,84.72,0,0.4,6,24.28,85.62,0,-0.2
0,97.6,91.6,0,-0.42,6,97.6,87.58,0,-1.02
0,80.42,4.57,0,-0.41,2,80.42,3.65,0,-0.61
0,64.01,66.59,0,0.44,2,64.01,67.37,0,0.24
0,61.56,83.68,0,-0.53,1,61.56,83.15,0,-0.63
0,19.16,84.13,0,0.1,4,19.16,83.93,0,-0.3
0,45.99,84.58,0,-0.18,3,45.99,83.74,0,-0.48
0,49.4,13.56,0,0.66,3,49.4,15.24,0,0.36
0,52.66,4.78,0,0.42,1,52.66,5.2,0,0.32
0,40.77,71.37,0,-0.61,3,40.77,69.24,0,-0.91
0,75.87,79.62,0,-0.31,6,75.87,76.26,0,-0.91
0,82.75,91.64,0,0.33,2,82.75,92.2,0,0.13
0,71.88,23.53,0,-0.13,4,71.88,22.41,0,-0.53
0,94.07,87.75,0,0.18,1,94.07,87.93,0,0.08
0,99.68,72.53,0,0.51,4,99.68,73.97,0,0.11
0,60.69,46.82,0,-0.13,1,60.69,46.69,0,-0.23
0,35.69,44.5,0,0.98,2,35.69,46.36,0,0.78
0,57.2,88.33,0,0.17,5,57.2,88.18,0,-0.33
0,31.54,71.19,0,0.39,1,31.54,71.58,0,0.29
0,1.31,17.83,0,-0.3,1,1.31,17.53,0,-0.4
0,61.02,81.29,0,-0.95,6,61.02,74.09,0,-1.55
0,11.84,13.91,0,-0.09,1,11.84,13.82,0,-0.19
0,79.54,67.99,0,0.52,3,79.54,69.25,0,0.22
0,10.56,77.21,0,0.11,4,10.56,77.05,0,-0.29
0,86.23,6.05,0,-0.57,4,86.23,3.17,0,-0.97
0,0.72,81.32,0,0.36,2,0.72,81.94,0,0.16
0,95.29,9.02,0,0.67,1,95.29,9.69,0,0.57
0,91.46,91.45,0,0.14,2,91.46,91.63,0,-0.06
0,14.93,76.29,0,-0.19,3,14.93,75.42,0,-0.49
0,79.66,92.96,0,0.45,3,79.66,94.01,0,0.15
0,37.02,44.17,0,-0.26,5,37.02,41.87,0,-0.76
0,61.07,57.0,0,0.39,5,61.07,57.95,0,-0.11
0,97.95,67.58,0,0.68,1,97.95,68.26,0,0.58
0,78.93,77.55,0,0.6,3,78.93,79.05,0,0.3
0,73.9,14.85,0,0.82,1,73.9,15.67,0,0.72
0,39.19,24.9,0,0.21,6,39.19,24.66,0,-0.39
0,51.43,88.42,0,-0.26,5,51.43,86.12,0,-0.76
0,10.31,79.33,0,0.09,3,10.31,79.3,0,-0.21
0,62.21,51.74,0,-0.66,6,62.21,46.28,0,-1.26
0,75.94,26.36,0,-0.21,5,75.94,24.31,0,-0.71
0,70.58,60.44,0,-0.16,1,70.58,60.28,0,-0.26
0,67.87,67.43,0,-0.6,1,67.87,66.83,0,-0.7
0,18.88,1.88,0,-0.03,3,18.88,1.49,0,-0.33
0,39.64,74.41,0,-0.65,4,39.64,71.21,0,-1.05
0,55.84,77.58,0,-0.0,1,55.84,77.58,0,-0.1
0,92.49,77.93,0,-1.0,2,92.49,75.83,0,-1.2
0,67.09,61.19,0,0.48,3,67.09,62.33,0,0.18
0,75.34,32.45,0,-0.89,3,75.34,29.48,0,-1.19
0,88.45,19.14,0,0.69,3,88.45,20.91,0,0.39
0,24.24,20.56,0,-0.33,2,24.24,19.8,0,-0.53
0,69.86,84.8,0,-0.59,4,69.86,81.84,0,-0.99
0,62.06,90.4,0,-0.6,2,62.06,89.1,0,-0.8
0,90.35,95.59,0,0.03,5,90.35,94.74,0,-0.47
0,93.2,63.09,0,0.49,3,93.2,64.26,0,0.19
0,23.32,6.33,0,-0.46,5,23.32,3.03,0,-0.96
0,35.57,71.3,0,-0.21,6,35.57,68.54,0,-0.81
0,23.55,9.91,0,0.5,2,23.55,10.81,0,0.3
0,81.12,93.89,0,0.42,2,81.12,94.63,0,0.22
0,6.52,2.63,0,0.53,5,6.52,4.28,0,0.03
0,58.39,30.29,0,0.15,1,58.39,30.44,0,0.05
0,85.75,61.4,0,0.92,6,85.75,65.42,0,0.32
0,68.56,35.7,0,0.15,4,68.56,35.7,0,-0.25
0,57.82,60.69,0,-0.01,2,57.82,60.57,0,-0.21
0,75.73,65.03,0,0.71,4,75.73,67.27,0,0.31
0,52.32,48.28,0,-0.58,2,52.32,47.02,0,-0.78
0,63.43,13.08,0,-0.45,1,63.43,12.63,0,-0.55
0,37.04,55.7,0,-0.67,6,37.04,50.18,0,-1.27
0,48.66,96.12,0,0.04,5,48.66,95.32,0,-0.46
0,90.01,99.91,0,-0.24,4,90.01,98.35,0,-0.64
0,73.26,53.22,0,-0.53,3,73.26,51.33,0,-0.83
0,52.99,30.37,0,-0.4,2,52.99,29.47,0,-0.6
0,4.65,80.1,0,0.87,5,4.65,83.45,0,0.37
0,64.12,0.13,0,-0.55,1,64.12,0.0,0,0.0
0,13.45,40.44,0,-0.77,1,13.45,39.67,0,-0.87
0,95.32,33.98,0,-0.46,1,95.32,33.52,0,-0.56
0,30.2,72.07,0,0.27,5,30.2,72.42,0,-0.23
0,75.82,86.48,0,0.9,3,75.82,88.88,0,0.6
0,31.51,92.04,0,0.14,2,31.51,92.22,0,-0.06
0,85.31,10.9,0,-0.02,4,85.31,10.22,0,-0.42
0,52.61,60.02,0,-0.14,5,52.61,58.32,0,-0.64
0,22.12,26.82,0,-0.25,5,22.12,24.57,0,-0.75
0,87.74,3.49,0,-0.21,2,87.74,2.97,0,-0.41
0,12.33,57.96,0,0.44,4,12.33,59.12,0,0.04
0,46.89,34.73,0,0.11,1,46.89,34.84,0,0.01
0,97.05,19.71,0,0.62,6,97.05,21.93,0,0.02
0,96.03,49.72,0,-0.08,2,96.03,49.46,0,-0.28
0,45.97,78.14,0,0.62,6,45.97,80.36,0,0.02
0,3.21,57.59,0,0.0,4,3.21,56.99,0,-0.4
0,41.53,51.72,0,-0.17,1,41.53,51.55,0,-0.27
0,49.83,5.58,0,-0.04,4,49.83,4.82,0,-0.44
0,84.8,47.47,0,0.9,4,84.8,50.47,0,0.5
0,65.24,86.36,0,-0.55,6,65.24,81.56,0,-1.15
0,33.17,28.7,0,0.07,3,33.17,28.61,0,-0.23
0,89.42,54.96,0,-0.18,5,89.42,53.06,0,-0.68
0,27.27,52.13,0,0.54,4,27.27,53.69,0,0.14
0,29.4,70.69,0,0.3,4,29.4,71.29,0,-0.1
0,54.52,64.5,0,0.45,4,54.52,65.7,0,0.05
0,29.3,5.79,0,0.24,5,29.3,5.99,0,-0.26
0,20.2,39.71,0,-0.3,1,20.2,39.41,0,-0.4
0,28.44,77.18,0,0.25,2,28.44,77.58,0,0.05
0,75.12,19.33,0,0.88,2,75.12,20.99,0,0.68
0,55.96,90.86,0,-0.58,5,55.96,86.96,0,-1.08
0,27.19,98.71,0,0.18,3,27.19,98.95,0,-0.12
0,37.35,27.0,0,-0.14,3,37.35,26.28,0,-0.44
0,18.98,48.28,0,0.89,3,18.98,50.65,0,0.59
0,23.79,57.5,0,0.09,3,23.79,57.47,0,-0.21
0,34.47,35.75,0,0.75,5,34.47,38.5,0,0.25
0,73.6,51.17,0,-0.75,3,73.6,48.62,0,-1.05
0,36.17,13.91,0,0.49,5,36.17,15.36,0,-0.01
0,64.01,66.57,0,0.43,1,64.01,67.0,0,0.33
0,15.73,73.81,0,-0.2,1,15.73,73.61,0,-0.3
0,79.42,78.62,0,0.08,2,79.42,78.68,0,-0.12
0,46.16,74.92,0,-0.04,6,46.16,73.18,0,-0.64
0,92.85,48.46,0,-0.19,5,92.85,46.51,0,-0.69
0,34.81,60.68,0,1.0,6,34.81,65.18,0,0.4
0,93.33,17.68,0,-0.09,6,93.33,15.64,0,-0.69
0,13.16,50.87,0,-0.07,4,13.16,49.99,0,-0.47
0,15.25,59.98,0,0.22,6,15.25,59.8,0,-0.38
0,52.07,31.72,0,0.15,5,52.07,31.47,0,-0.35
0,53.85,32.81,0,0.92,1,53.85,33.73,0,0.82
0,9.87,69.27,0,-0.28,4,9.87,67.55,0,-0.68
0,0.31,1.94,0,-0.18,1,0.31,1.76,0,-0.28
0,49.41,38.41,0,-0.36,5,49.41,35.61,0,-0.86
0,97.02,26.98,0,-0.51,5,97.02,23.43,0,-1.01
0,16.51,72.69,0,0.51,1,16.51,73.2,0,0.41
0,76.55,71.89,0,0.98,6,76.55,76.27,0,0.38
0,25.36,44.01,0,0.45,5,25.36,45.26,0,-0.05
0,85.38,35.94,0,-0.73,2,85.38,34.38,0,-0.93
0,35.57,24.89,0,-0.65,5,35.57,20.64,0,-1.15
0,23.65,76.43,0,-0.32,5,23.65,73.83,0,-0.82
0,98.28,85.82,0,0.62,4,98.28,87.7,0,0.22
0,93.36,2.8,0,-0.05,2,93.36,2.6,0,-0.25
0,33.53,21.06,0,-0.29,1,33.53,20.77,0,-0.39
0,41.0,78.14,0,0.87,5,41.0,81.49,0,0.37
0,5.71,93.08,0,-0.27,2,5.71,92.44,0,-0.47
0,60.58,81.49,0,0.64,6,60.58,83.83,0,0.04
0,87.88,49.01,0,0.96,6,87.88,53.27,0,0.36
0,61.11,66.38,0,0.29,2,61.11,66.86,0,0.09
0,67.59,23.55,0,0.74,6,67.59,26.49,0,0.14
0,61.02,5.09,0,0.79,4,61.02,7.65,0,0.39
0,55.31,79.8,0,-0.59,3,55.31,77.73,0,-0.89
0,19.67,77.8,0,0.51,2,19.67,78.72,0,0.31
0,53.34,97.01,0,0.29,6,53.34,97.25,0,-0.31
0,59.12,31.46,0,0.58,4,59.12,33.18,0,0.18
0,79.5,1.64,0,-0.45,3,79.5,0.0,0,0.0
0,62.99,36.41,0,0.55,3,62.99,37.76,0,0.25
0,77.7,2.23,0,0.05,2,77.7,2.23,0,-0.15
0,32.05,78.37,0,0.61,6,32.05,80.53,0,0.01
0,19.37,1.19,0,0.39,1,19.37,1.58,0,0.29
0,46.47,3.75,0,-0.48,2,46.47,2.69,0,-0.68
0,4.27,50.77,0,-0.15,5,4.27,49.02,0,-0.65
0,49.79,11.26,0,0.32,1,49.79,11.58,0,0.22
0,49.47,53.83,0,-0.67,3,49.47,51.52,0,-0.97
0,78.56,25.85,0,-0.54,4,78.56,23.09,0,-0.94
0,82.89,53.89,0,-0.28,4,82.89,52.17,0,-0.68
0,74.18,53.13,0,-0.24,6,74.18,50.19,0,-0.84
0,98.29,91.88,0,-0.06,3,98.29,91.4,0,-0.36
0,62.52,72.04,0,0.3,5,62.52,72.54,0,-0.2
0,48.81,93.85,0,-0.04,5,48.81,92.65,0,-0.54
0,0.09,3.37,0,-0.14,3,0.09,2.65,0,-0.44
0,61.22,28.76,0,0.16,3,61.22,28.94,0,-0.14
0,84.3,46.5,0,0.05,3,84.3,46.35,0,-0.25
0,30.45,96.14,0,-0.1,5,30.45,94.64,0,-0.6
0,13.47,88.08,0,0.21,1,13.47,88.29,0,0.11
0,84.12,68.41,0,-0.64,3,84.12,66.19,0,-0.94
0,17.58,55.64,0,0.66,2,17.58,56.86,0,0.46
0,53.55,91.93,0,0.28,1,53.55,92.21,0,0.18
0,79.24,79.97,0,-0.21,6,79.24,77.21,0,-0.81
0,92.08,27.56,0,0.45,6,92.08,28.76,0,-0.15
0,16.55,27.43,0,0.84,4,16.55,30.19,0,0.44
0,59.65,55.86,0,-0.93,5,59.65,50.21,0,-1.43
0,67.76,39.76,0,0.6,5,67.76,41.76,0,0.1
0,57.4,39.45,0,-0.95,1,57.4,38.5,0,-1.05
0,99.09,49.7,0,-0.02,2,99.09,49.56,0,-0.22
0,8.11,10.05,0,-0.03,6,8.11,8.37,0,-0.63
0,43.72,82.86,0,-0.75,5,43.72,78.11,0,-1.25
0,57.17,41.56,0,0.19,6,57.17,41.2,0,-0.41
0,21.52,0.7,0,-0.19,3,21.52,0.0,0,0.0
0,6.59,30.9,0,-0.41,5,6.59,27.85,0,-0.91
0,69.55,16.69,0,0.36,3,69.55,17.47,0,0.06
0,22.77,37.31,0,-0.31,2,22.77,36.59,0,-0.51
0,65.63,94.65,0,0.07,1,65.63,94.72,0,-0.03
0,8.8,39.26,0,-1.0,4,8.8,34.66,0,-1.4
0,70.07,18.59,0,0.52,3,70.07,19.85,0,0.22
0,74.2,80.03,0,-0.54,4,74.2,77.27,0,-0.94
0,65.67,8.2,0,0.03,2,65.67,8.16,0,-0.17
0,72.37,73.63,0,-0.64,5,72.37,69.43,0,-1.14
0,3.23,37.7,0,0.96,2,3.23,39.52,0,0.76
0,93.44,72.03,0,-0.33,5,93.44,69.38,0,-0.83
0,22.6,37.15,0,0.38,6,22.6,37.93,0,-0.22
0,1.99,41.35,0,-0.76,2,1.99,39.73,0,-0.96
0,36.5,41.38,0,-0.4,4,36.5,39.18,0,-0.8
0,20.77,78.65,0,-0.09,1,20.77,78.56,0,-0.19
0,79.21,96.8,0,-0.6,2,79.21,95.5,0,-0.8
0,36.17,70.89,0,0.5,2,36.17,71.79,0,0.3
0,0.94,21.77,0,-0.73,4,0.94,18.25,0,-1.13
0,30.49,30.8,0,0.72,6,30.49,33.62,0,0.12
0,43.31,78.34,0,-0.67,5,43.31,73.99,0,-1.17
0,85.48,53.86,0,0.18,1,85.48,54.04,0,0.08
0,35.92,11.76,0,-0.49,6,35.92,7.32,0,-1.09
0,6.84,38.16,0,-0.59,3,6.84,36.09,0,-0.89
0,81.15,68.47,0,0.76,2,81.15,69.89,0,0.56
0,18.7,2.03,0,0.37,2,18.7,2.67,0,0.17
0,64.83,4.69,0,0.26,6,64.83,4.75,0,-0.34
0,53.12,91.31,0,0.41,6,53.12,92.27,0,-0.19
0,89.4,7.36,0,-0.92,1,89.4,6.44,0,-1.02
0,89.42,60.39,0,0.1,4,89.42,60.19,0,-0.3
0,19.63,56.51,0,0.49,4,19.63,57.87,0,0.09
0,98.85,12.65,0,0.95,1,98.85,13.6,0,0.85
0,74.16,25.69,0,0.61,3,74.16,27.22,0,0.31
0,77.58,34.94,0,0.53,1,77.58,35.47,0,0.43
0,98.16,96.64,0,0.34,5,98.16,97.34,0,-0.16
0,6.97,69.57,0,0.5,2,6.97,70.47,0,0.3
0,67.43,23.23,0,-0.92,2,67.43,21.29,0,-1.12
0,77.66,14.21,0,-0.05,4,77.66,13.41,0,-0.45
0,96.14,79.49,0,-0.22,5,96.14,77.39,0,-0.72
0,51.56,11.52,0,0.8,6,51.56,14.82,0,0.2
0,57.82,36.64,0,-0.71,6,57.82,30.88,0,-1.31
0,79.36,89.31,0,0.63,3,79.36,90.9,0,0.33
0,84.64,4.15,0,-0.52,2,84.64,3.01,0,-0.72
0,0.98,29.01,0,-0.32,3,0.98,27.75,0,-0.62
0,72.78,89.15,0,-0.3,4,72.78,87.35,0,-0.7
0,25.47,95.41,0,0.53,2,25.47,96.37,0,0.33
0,49.76,66.43,0,0.82,5,49.76,69.53,0,0.32
0,49.68,35.6,0,0.34,2,49.68,36.18,0,0.14
0,6.84,54.27,0,0.44,1,6.84,54.71,0,0.34
0,87.54,71.22,0,0.08,1,87.54,71.3,0,-0.02
0,37.88,68.98,0,-0.0,5,37.88,67.98,0,-0.5
0,14.07,14.98,0,-0.31,4,14.07,13.14,0,-0.71
0,8.2,52.69,0,-0.88,4,8.2,48.57,0,-1.28
0,26.07,40.28,0,0.73,6,26.07,43.16,0,0.13
0,37.14,57.98,0,-0.99,1,37.14,56.99,0,-1.09
0,46.64,53.55,0,-0.65,6,46.64,48.15,0,-1.25
0,55.43,29.79,0,0.54,2,55.43,30.77,0,0.34
0,0.47,87.33,0,0.38,3,0.47,88.17,0,0.08
0,47.2,9.93,0,0.55,5,47.2,11.68,0,0.05
0,14.78,58.74,0,0.76,6,14.78,61.8,0,0.16
0,67.39,27.57,0,0.89,4,67.39,30.53,0,0.49
0,50.1,75.49,0,-0.49,6,50.1,71.05,0,-1.09
0,67.93,73.92,0,-0.36,5,67.93,71.12,0,-0.86
0,3.36,11.93,0,0.94,1,3.36,12.87,0,0.84
0,20.91,22.91,0,0.73,4,20.91,25.23,0,0.33
0,35.51,3.3,0,-0.62,1,35.51,2.68,0,-0.72
0,72.53,70.9,0,-0.45,5,72.53,67.65,0,-0.95
0,29.93,37.84,0,-0.59,6,29.93,32.8,0,-1.19
0,51.02,99.0,0,-0.24,4,51.02,97.44,0,-0.64
0,88.45,32.16,0,0.86,3,88.45,34.44,0,0.56
0,28.13,81.18,0,0.77,2,28.13,82.62,0,0.57
0,83.06,31.99,0,0.18,6,83.06,31.57,0,-0.42
0,49.11,17.07,0,-0.41,3,49.11,15.54,0,-0.71
0,5.69,49.94,0,-0.0,5,5.69,48.94,0,-0.5
0,26.92,67.42,0,-0.28,6,26.92,64.24,0,-0.88
0,52.65,2.8,0,0.36,5,52.65,3.6,0,-0.14
0,26.75,23.94,0,-0.59,1,26.75,23.35,0,-0.69
0,26.63,10.02,0,-0.33,4,26.63,8.1,0,-0.73
0,53.37,38.48,0,-0.75,1,53.37,37.73,0,-0.85
0,3.07,37.09,0,0.88,2,3.07,38.75,0,0.68
0,52.88,2.46,0,0.42,3,52.88,3.42,0,0.12
0,77.3,16.16,0,-0.17,1,77.3,15.99,0,-0.27
0,97.49,14.97,0,0.58,5,97.49,16.87,0,0.08
0,98.61,68.27,0,-0.75,2,98.61,66.67,0,-0.95
0,49.29,92.52,0,-0.36,2,49.29,91.7,0,-0.56
0,59.42,30.46,0,0.77,4,59.42,32.94,0,0.37
0,34.7,98.4,0,-0.69,4,34.7,95.04,0,-1.09
0,63.45,90.35,0,0.76,1,63.45,91.11,0,0.66
0,3.3,67.72,0,0.68,5,3.3,70.12,0,0.18
0,52.75,5.6,0,0.41,5,52.75,6.65,0,-0.09
0,24.58,81.93,0,0.81,6,24.58,85.29,0,0.21
0,78.36,44.39,0,-0.77,5,78.36,39.54,0,-1.27
0,73.52,57.08,0,-0.7,1,73.52,56.38,0,-0.8
0,99.12,41.96,0,0.19,2,99.12,42.24,0,-0.01
0,56.02,70.18,0,-0.63,1,56.02,69.55,0,-0.73
0,0.72,57.13,0,-0.04,1,0.72,57.09,0,-0.14
0,44.16,94.31,0,-0.96,1,44.16,93.35,0,-1.06
0,88.43,59.91,0,-0.82,3,88.43,57.15,0,-1.12
0,8.28,12.22,0,-0.26,4,8.28,10.58,0,-0.66
0,86.81,61.07,0,-0.85,6,86.81,54.47,0,-1.45
0,97.0,89.99,0,0.69,6,97.0,92.63,0,0.09
0,68.32,3.79,0,-0.66,5,68.32,0.0,0,0.0
0,0.24,73.38,0,-0.96,1,0.24,72.42,0,-1.06
0,50.64,62.73,0,-0.23,2,50.64,62.17,0,-0.43
0,4.53,64.39,0,-0.31,2,4.53,63.67,0,-0.51
0,51.49,46.3,0,0.75,2,51.49,47.7,0,0.55
0,78.95,85.24,0,0.13,2,78.95,85.4,0,-0.07
0,11.02,74.2,0,0.26,3,11.02,74.68,0,-0.04
0,16.46,65.15,0,-0.28,4,16.46,63.43,0,-0.68
0,75.28,30.61,0,-0.91,4,75.28,26.37,0,-1.31
0,87.95,70.0,0,0.11,6,87.95,69.16,0,-0.49
